group,subject,speed_bin,mean_speed,model_index,diagonal_dominance,self_gain,cross_gain,fore_hind_coupling,left_right_coupling,angle_angle_coupling,radius_radius_coupling,radius_to_angle_coupling,angle_to_radius_coupling,angle_radius_cross_coupling,angle_selectivity
Cntnap_het,OFT-0366-00,slow,3.6710539720053386,1,0.9980161368382462,0.9231701926757993,0.9250052765684112,0.925922818514717,0.9245465055952581,0.9231701926757993,NaN,0.9250052765684112,NaN,0.9250052765684112,0.9980161368382462
Cntnap_het,OFT-0366-00,medium,4.818050275650074,2,1.0181208047181378,0.927644542980991,0.9111340605968712,0.9028788194048112,0.9152616811929011,0.927644542980991,NaN,0.9111340605968712,NaN,0.9111340605968712,1.0181208047181378
Cntnap_het,OFT-0366-00,fast,5.967393961629797,3,0.9974014437166341,0.8308596451239336,0.8330243056676228,0.8341066359394673,0.8324831405317005,0.8308596451239336,NaN,0.8330243056676228,NaN,0.8330243056676228,0.9974014437166341
Cntnap_het,OFT-0371-00,fast,5.161759489967794,4,0.9933345034521762,0.8524319430279479,0.8581519519008513,0.8610119563373029,0.8567219496826253,0.8524319430279479,NaN,0.8581519519008513,NaN,0.8581519519008513,0.9933345034521762
Cntnap_het,OFT-0371-00,medium,4.119066981308078,5,0.9981177664102825,0.8891748158569049,0.8908516066744414,0.8916900020832095,0.8904324089700572,0.8891748158569049,NaN,0.8908516066744414,NaN,0.8908516066744414,0.9981177664102825
Cntnap_het,OFT-0371-00,slow,3.2841957322977513,6,0.9877948146704345,0.760166822800777,0.7695594383681769,0.7742557461518766,0.7672112844763268,0.760166822800777,NaN,0.7695594383681769,NaN,0.7695594383681769,0.9877948146704345
Cntnap_het,OFT-0376-00,fast,5.26788733469112,7,0.9995772315620107,0.9165301616586122,0.9169178055670364,0.9171116275212485,0.9168208945899305,0.9165301616586122,NaN,0.9169178055670364,NaN,0.9169178055670364,0.9995772315620107
Cntnap_het,OFT-0376-00,slow,3.417873622206612,8,1.0017625769844622,0.8874433390894073,0.8858819040344047,0.8851011865069036,0.8862722627981554,0.8874433390894073,NaN,0.8858819040344047,NaN,0.8858819040344047,1.0017625769844622
Cntnap_het,OFT-0376-00,medium,4.115399174413213,9,0.994917978224442,0.6664754380929301,0.6698797817306915,0.6715819535495722,0.669028695821251,0.6664754380929301,NaN,0.6698797817306915,NaN,0.6698797817306915,0.994917978224442
Cntnap_het,OFT-0385-00,medium,4.311198061882982,10,1.007159008351202,0.9043007227373472,0.8978728435520406,0.894658903959387,0.8994798133483671,0.9043007227373472,NaN,0.8978728435520406,NaN,0.8978728435520406,1.007159008351202
Cntnap_het,OFT-0385-00,fast,5.696205808083579,11,1.0124926843697966,0.9504063040382228,0.93867967513245,0.9328163606795636,0.9416113323588933,0.9504063040382228,NaN,0.93867967513245,NaN,0.93867967513245,1.0124926843697966
Cntnap_het,OFT-0385-00,slow,3.4421594866306453,12,1.0322433765839354,0.8270349307969616,0.8012014894529211,0.788284768780901,0.8076598497889313,0.8270349307969616,NaN,0.8012014894529211,NaN,0.8012014894529211,1.0322433765839354
Cntnap_het,OFT-0391-00,slow,3.975491091668027,13,0.9874045674931636,0.9156247934241974,0.9273045958748178,0.9331444971001283,0.9243846452621627,0.9156247934241974,NaN,0.9273045958748178,NaN,0.9273045958748178,0.9874045674931636
Cntnap_het,OFT-0391-00,fast,6.39165551768409,14,1.0130493397232965,0.9301576933294948,0.9181761014557863,0.912185305518932,0.9211714994242133,0.9301576933294948,NaN,0.9181761014557863,NaN,0.9181761014557863,1.0130493397232965
Cntnap_het,OFT-0391-00,medium,5.1122869860525,15,1.0139347007310726,0.9506762301460324,0.9376109028131404,0.9310782391466943,0.9408772346463634,0.9506762301460324,NaN,0.9376109028131404,NaN,0.9376109028131404,1.0139347007310726
Cntnap_het,OFT-0403-00,medium,5.354457803942672,16,1.0264246778427555,0.9601523674582373,0.9354338298609469,0.9230745610623019,0.9416134642602696,0.9601523674582373,NaN,0.9354338298609469,NaN,0.9354338298609469,1.0264246778427555
Cntnap_het,OFT-0403-00,fast,6.945820251490444,17,0.9970386394915705,0.7795992677370146,0.7819147993447507,0.7830725651486186,0.7813359164428165,0.7795992677370146,NaN,0.7819147993447507,NaN,0.7819147993447507,0.9970386394915705
Cntnap_het,OFT-0403-00,slow,3.9377791763328784,18,1.0242181444784197,0.8270346598945922,0.8074790164118381,0.7977011946704609,0.8123679272825266,0.8270346598945922,NaN,0.8074790164118381,NaN,0.8074790164118381,1.0242181444784197
Cntnap_het,OFT-0407-00,fast,6.447141152231431,19,0.9993865945372653,0.9301704752524005,0.930741397109781,0.9310268580384713,0.930598666645436,0.9301704752524005,NaN,0.930741397109781,NaN,0.930741397109781,0.9993865945372653
Cntnap_het,OFT-0407-00,medium,4.968686054175608,20,0.9932941965452994,0.9605674408919188,0.9670523035700752,0.9702947349091535,0.965431087900536,0.9605674408919188,NaN,0.9670523035700752,NaN,0.9670523035700752,0.9932941965452994
Cntnap_het,OFT-0407-00,slow,3.65935418689637,21,1.0134729253300285,0.8652432875857965,0.8537409001863939,0.8479897064866926,0.8566164970362444,0.8652432875857965,NaN,0.8537409001863939,NaN,0.8537409001863939,1.0134729253300285
Cntnap_het,OFT-0419-00,fast,6.183588122814384,22,1.0160945919109692,0.7720112975450253,0.7597829017996284,0.7536687039269299,0.7628400007359776,0.7720112975450253,NaN,0.7597829017996284,NaN,0.7597829017996284,1.0160945919109692
Cntnap_het,OFT-0419-00,slow,3.701707587974198,23,1.0032118700781174,0.918031766067417,0.9150926075026726,0.9136230282203006,0.9158273971438586,0.918031766067417,NaN,0.9150926075026726,NaN,0.9150926075026726,1.0032118700781174
Cntnap_het,OFT-0419-00,medium,4.87777135927766,24,0.9897009878235492,0.8399115858844158,0.848651861742065,0.8530219996708894,0.8464667927776526,0.8399115858844158,NaN,0.848651861742065,NaN,0.848651861742065,0.9897009878235492
Cntnap_het,OFT-0420-00,medium,5.181301997401476,25,1.0023210372573401,0.9368624268186373,0.9346929696119939,0.9336082410086722,0.9352353339136547,0.9368624268186373,NaN,0.9346929696119939,NaN,0.9346929696119939,1.0023210372573401
Cntnap_het,OFT-0420-00,fast,6.288631458172929,26,1.021149615001355,0.7610962333424054,0.7453327329917228,0.7374509828163814,0.7492736080793934,0.7610962333424054,NaN,0.7453327329917228,NaN,0.7453327329917228,1.021149615001355
Cntnap_het,OFT-0420-00,slow,3.947120300352974,27,1.0075284129263502,0.91637240660738,0.9095251258927685,0.9061014855354625,0.9112369460714211,0.91637240660738,NaN,0.9095251258927685,NaN,0.9095251258927685,1.0075284129263502
Cntnap_het,OFT-0421-00,slow,3.9573560351624493,28,1.019263669808678,0.7257127886624319,0.71199711140362,0.7051392727742141,0.715426030718323,0.7257127886624319,NaN,0.71199711140362,NaN,0.71199711140362,1.019263669808678
Cntnap_het,OFT-0421-00,fast,6.956761347020027,29,1.005223002151621,0.8996759082811134,0.8950013144898294,0.8926640175941875,0.8961699629376505,0.8996759082811134,NaN,0.8950013144898294,NaN,0.8950013144898294,1.005223002151621
Cntnap_het,OFT-0421-00,medium,5.162926977626727,30,1.0091093773819024,0.9531704022508746,0.9445659941480681,0.9402637900966649,0.9467170961737696,0.9531704022508746,NaN,0.9445659941480681,NaN,0.9445659941480681,1.0091093773819024
Cntnap_het,OFT-0423-00,slow,4.1453204133125725,31,1.0134057368985332,0.9778085605755538,0.9648737173800472,0.9584062957822939,0.9681074281789238,0.9778085605755538,NaN,0.9648737173800472,NaN,0.9648737173800472,1.0134057368985332
Cntnap_het,OFT-0423-00,fast,6.382885990207444,32,1.0154097398712938,0.9091162728396461,0.8953196302360457,0.8884213089342454,0.8987687908869457,0.9091162728396461,NaN,0.8953196302360457,NaN,0.8953196302360457,1.0154097398712938
Cntnap_het,OFT-0423-00,medium,5.252575215329125,33,1.0054942847636699,0.8166155691915138,0.812153367319686,0.809922266383772,0.8132689177876429,0.8166155691915138,NaN,0.812153367319686,NaN,0.812153367319686,1.0054942847636699
