group,metric,n_models,n_subjects,mean,sem,ci_low,ci_high
Cntnap_neg,peak_log_gain,169,57,4.274863925960196,0.029616724505508205,4.218918283179162,4.341781127698509
Cntnap_neg,peak_frequency,169,57,0.9931520510604341,0.0145113432253337,0.9676803050463239,1.0210064311058544
Cntnap_neg,peak_stride_multiple,169,57,1.0107705604680535,0.01708458792580225,0.9803370786516856,1.0477528089887642
Cntnap_neg,mean_log_gain,169,57,2.5644242447474226,0.011647067135018707,2.5405602920347725,2.586380298346512
Cntnap_neg,band_0p75_2x_log_gain,169,57,3.1878948944356282,0.010895615098240193,3.1636666437609047,3.20670867999617
Cntnap_het,peak_log_gain,216,72,4.2822320960433045,0.03031680193300394,4.227542707426147,4.3429018780196245
Cntnap_het,peak_frequency,216,72,1.0247379577611309,0.02353331181452423,0.9836998185861424,1.0764008368445694
Cntnap_het,peak_stride_multiple,216,72,1.0293123179359123,0.024041488974894217,0.9860720973782772,1.080953495630462
Cntnap_het,mean_log_gain,216,72,2.574197167138658,0.00948694839713815,2.5566612738346572,2.5935680628335427
Cntnap_het,band_0p75_2x_log_gain,216,72,3.1789249896303864,0.007913267672506689,3.16309132744513,3.1939322006578412
Cntnap_hom,peak_log_gain,111,37,4.3604483130339995,0.056125222178325454,4.261610323194083,4.479674177249973
Cntnap_hom,peak_frequency,111,37,1.002745723251341,0.019568638455137514,0.9625659542969935,1.0433428864257515
Cntnap_hom,peak_stride_multiple,111,37,1.0236359955461078,0.023598013895448605,0.9798815669602187,1.0736410567871244
Cntnap_hom,mean_log_gain,111,37,2.562866736895133,0.013591727616167268,2.5358807534772096,2.5897684858894827
Cntnap_hom,band_0p75_2x_log_gain,111,37,3.191560758605852,0.015129595208798547,3.163843913375036,3.221902483361002
TSC_neg,peak_log_gain,195,65,4.266016125043873,0.04363686091667581,4.182913339779462,4.352124098858938
TSC_neg,peak_frequency,195,65,1.0354616825122442,0.03725758359112308,0.9747407087294728,1.1145073465859985
TSC_neg,peak_stride_multiple,195,65,1.0371506770383174,0.03719236324493963,0.9758426966292135,1.1170700086430423
TSC_neg,mean_log_gain,195,65,2.5737851510114056,0.012895083455008725,2.546979298518717,2.5973936397402055
TSC_neg,band_0p75_2x_log_gain,195,65,3.118696540448164,0.020704572963198418,3.0717849777791844,3.151765982537332
TSC_het,peak_log_gain,185,62,4.370508499045614,0.056070974538026834,4.272480370381762,4.485312557469097
TSC_het,peak_frequency,185,62,1.1183077740662,0.053484593975556674,1.0324809147335992,1.2312726531351936
TSC_het,peak_stride_multiple,185,62,1.1200880655936825,0.053427755353181394,1.0324845958680682,1.2356594327654948
TSC_het,mean_log_gain,185,62,2.576929093307996,0.01155462886807351,2.5553436458390277,2.6007315949935044
TSC_het,band_0p75_2x_log_gain,185,62,3.1116192495501407,0.01812440382411391,3.073984297629427,3.14510179461538
TSC_hom,peak_log_gain,105,35,4.195193230344017,0.055797400925853204,4.0982352773603,4.310982738478185
TSC_hom,peak_frequency,105,35,1.165937667201712,0.08647491847988979,1.0136722512038523,1.3480658105939
TSC_hom,peak_stride_multiple,105,35,1.1756019261637238,0.0864207372884882,1.0231139646869984,1.3617134831460673
TSC_hom,mean_log_gain,105,35,2.6076341775776757,0.010376069142352248,2.5882897753005016,2.627649077815402
TSC_hom,band_0p75_2x_log_gain,105,35,3.042670508023031,0.01820712494444941,3.005791113467135,3.0778092179769065
new_preds,peak_log_gain,1122,374,4.292826291722782,0.015988020007898698,4.262519181512605,4.326770571230827
new_preds,peak_frequency,1122,374,1.0238304553179796,0.010377443271026377,1.005164084562578,1.047035728234092
new_preds,peak_stride_multiple,1122,374,1.0445682869674935,0.011039282947565685,1.0240155395661834,1.0678395196178567
new_preds,mean_log_gain,1122,374,2.5635524838014705,0.004519089735990957,2.554825595130314,2.5729412095778152
new_preds,band_0p75_2x_log_gain,1122,374,3.130297127428387,0.004560329448929512,3.1216635585451313,3.1393915196402298
