example,group,subject,speed_bin,n_train,test_frames,n_delays,rank_requested,rank_fit,stabilize,smooth_window,nrmse,rmse,amplitude_ratio,tail_amplitude_ratio,horizon,stride_frequency,spectral_radius
1,Cntnap_neg,OFT-0691-00,medium,120,285,26,40,40,true,15,1.0259614991408355,0.25030356329747966,0.652979390931402,0.2799956285579554,78,3.859649122807017,0.9830308199520034
1,Cntnap_neg,OFT-0691-00,medium,120,285,26,40,40,true,21,0.9564607450036401,0.20781431641868797,0.42033810907872915,0.15669749201360275,78,3.859649122807017,0.9838940058116405
1,Cntnap_neg,OFT-0691-00,medium,120,285,26,40,40,false,0,0.9351575625992572,0.25250942378202423,0.22824227759166363,0.041718904997994966,78,3.859649122807017,0.9768382308822945
1,Cntnap_neg,OFT-0691-00,medium,120,285,26,40,40,false,7,0.9525907266135333,0.25270724482932655,0.25866490739701564,0.06358445290414046,78,3.859649122807017,0.9794103731550935
1,Cntnap_neg,OFT-0691-00,medium,120,285,26,40,40,false,11,0.8954770335280867,0.22958549812552254,0.29270254821624564,0.17103749280011377,78,3.859649122807017,0.9783301491339357
1,Cntnap_neg,OFT-0691-00,medium,120,285,26,40,40,false,15,1.0259614991408557,0.25030356329748454,0.6529793909314303,0.27999562855798554,78,3.859649122807017,0.983030819952005
1,Cntnap_neg,OFT-0691-00,medium,120,285,26,40,40,false,21,0.9564607450036516,0.20781431641869047,0.42033810907874786,0.15669749201362734,78,3.859649122807017,0.9838940058116412
1,Cntnap_neg,OFT-0691-00,medium,120,285,26,60,60,true,0,0.9531333633546498,0.2573632144931301,0.2620069131891754,0.01357131375646016,78,3.859649122807017,0.9527689564485042
1,Cntnap_neg,OFT-0691-00,medium,120,285,26,60,60,true,7,1.06487840483159,0.28249538888531966,0.3975983012053042,0.23792361212962893,78,3.859649122807017,0.9794549105791004
1,Cntnap_neg,OFT-0691-00,medium,120,285,26,60,60,true,11,1.1294731802789522,0.28957823931240784,0.5834000697136699,0.36824388903562355,78,3.859649122807017,0.9831452673771509
1,Cntnap_neg,OFT-0691-00,medium,120,285,26,60,60,true,15,1.0361861610926997,0.25279807144637895,0.6221409814982182,0.19393319274319068,78,3.859649122807017,0.9746968803763415
1,Cntnap_neg,OFT-0691-00,medium,120,285,26,60,60,true,21,0.9644014622669047,0.20953963001734813,0.444898965126315,0.0782768165947872,78,3.859649122807017,0.9847376804942146
1,Cntnap_neg,OFT-0691-00,medium,120,285,26,60,60,false,0,0.9531333633546484,0.2573632144931297,0.26200691318917696,0.013571313756459825,78,3.859649122807017,0.9527689564485045
1,Cntnap_neg,OFT-0691-00,medium,120,285,26,60,60,false,7,1.0648784048316031,0.28249538888532316,0.39759830120532474,0.23792361212965582,78,3.859649122807017,0.979454910579101
1,Cntnap_neg,OFT-0691-00,medium,120,285,26,60,60,false,11,1.129473180278944,0.2895782393124057,0.583400069713659,0.36824388903561533,78,3.859649122807017,0.9831452673771512
1,Cntnap_neg,OFT-0691-00,medium,120,285,26,60,60,false,15,1.0361861610927083,0.25279807144638106,0.6221409814982272,0.19393319274321175,78,3.859649122807017,0.9746968803763381
1,Cntnap_neg,OFT-0691-00,medium,120,285,26,60,60,false,21,0.9644014622669123,0.20953963001734977,0.444898965126318,0.07827681659477774,78,3.859649122807017,0.9847376804942168
1,Cntnap_neg,OFT-0691-00,medium,120,285,26,80,80,true,0,0.9727355470400874,0.26265615795553604,0.25845906942256497,0.05173692803219892,78,3.859649122807017,0.9613777943067083
1,Cntnap_neg,OFT-0691-00,medium,120,285,26,80,80,true,7,0.9957976721497227,0.26416936372141075,0.31325285240386125,0.10295334642155102,78,3.859649122807017,0.9721410684156876
1,Cntnap_neg,OFT-0691-00,medium,120,285,26,80,80,true,11,0.9810543236861423,0.25152609967480094,0.41639389980687425,0.1046824781910954,78,3.859649122807017,0.9669900823819857
1,Cntnap_neg,OFT-0691-00,medium,120,285,26,80,80,true,15,1.0098564880665886,0.24637442788430367,0.6154414124283253,0.09518371678272879,78,3.859649122807017,0.9676137454479833
1,Cntnap_neg,OFT-0691-00,medium,120,285,26,80,80,true,21,0.9079829963724217,0.19728134865609015,0.45263646547286457,0.2602162283179992,78,3.859649122807017,0.9813019630293607
1,Cntnap_neg,OFT-0691-00,medium,120,285,26,80,80,false,0,0.972735547040083,0.2626561579555349,0.25845906942255564,0.05173692803218846,78,3.859649122807017,0.9613777943067057
1,Cntnap_neg,OFT-0691-00,medium,120,285,26,80,80,false,7,0.9957976721497118,0.26416936372140787,0.31325285240384937,0.10295334642153693,78,3.859649122807017,0.9721410684156897
1,Cntnap_neg,OFT-0691-00,medium,120,285,26,80,80,false,11,0.9810543236861345,0.25152609967479894,0.4163938998068594,0.1046824781910866,78,3.859649122807017,0.9669900823819841
1,Cntnap_neg,OFT-0691-00,medium,120,285,26,80,80,false,15,1.0098564880665986,0.24637442788430608,0.6154414124283315,0.09518371678273059,78,3.859649122807017,0.9676137454479837
1,Cntnap_neg,OFT-0691-00,medium,120,285,26,80,80,false,21,0.907982996372415,0.19728134865608868,0.452636465472841,0.2602162283179719,78,3.859649122807017,0.9813019630293632
1,Cntnap_neg,OFT-0691-00,medium,120,285,26,120,104,true,0,0.9858203401517456,0.2661892883081884,0.2781789756793143,0.07552487144579914,78,3.859649122807017,0.9540679931941608
1,Cntnap_neg,OFT-0691-00,medium,120,285,26,120,104,true,7,0.9710643242810835,0.25760799794210176,0.2793469998204357,0.05853259516254587,78,3.859649122807017,0.960185431180308
1,Cntnap_neg,OFT-0691-00,medium,120,285,26,120,104,true,11,0.9775405358454112,0.25062522259865383,0.40773170441481393,0.09898705309384305,78,3.859649122807017,0.9648379855821073
1,Cntnap_neg,OFT-0691-00,medium,120,285,26,120,104,true,15,0.9911924426902099,0.24182096553004806,0.5764460277010427,0.08846672255086922,78,3.859649122807017,0.9609326313401512
1,Cntnap_neg,OFT-0691-00,medium,120,285,26,120,104,true,21,0.9254443927472885,0.20107526092098388,0.44583337284286223,0.16744112616153858,78,3.859649122807017,0.9767799420288013
1,Cntnap_neg,OFT-0691-00,medium,120,285,26,120,104,false,0,0.9858203401517517,0.26618928830819005,0.27817897567932576,0.07552487144581117,78,3.859649122807017,0.9540679931941588
1,Cntnap_neg,OFT-0691-00,medium,120,285,26,120,104,false,7,0.9710643242810854,0.25760799794210226,0.2793469998204452,0.05853259516254857,78,3.859649122807017,0.9601854311803093
1,Cntnap_neg,OFT-0691-00,medium,120,285,26,120,104,false,11,0.9775405358454053,0.25062522259865233,0.4077317044148114,0.09898705309382233,78,3.859649122807017,0.964837985582108
1,Cntnap_neg,OFT-0691-00,medium,120,285,26,120,104,false,15,0.9911924426901859,0.24182096553004223,0.5764460277010072,0.0884667225508556,78,3.859649122807017,0.9609326313401523
1,Cntnap_neg,OFT-0691-00,medium,120,285,26,120,104,false,21,0.9254443927472812,0.2010752609209823,0.4458333728428695,0.16744112616152917,78,3.859649122807017,0.9767799420288017
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,10,10,true,0,1.4021440370485767,0.37855079542981795,0.7536403660393617,0.786350966214949,78,3.859649122807017,0.998163957051116
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,10,10,true,7,1.4062374306737422,0.37104841329247346,0.7961472814357119,0.8440771321644549,78,3.859649122807017,0.9988453905684681
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,10,10,true,11,1.3180745917858434,0.3328646991929207,0.7723397666378823,0.8387325154759643,78,3.859649122807017,0.9985220434426105
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,10,10,true,15,1.0527105593245931,0.2501547229272468,0.6830326418380991,0.7997304007186757,78,3.859649122807017,0.9974174193533379
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,10,10,true,21,0.9140306987087188,0.1900146934061364,0.6224902467690789,0.8674503935281576,78,3.859649122807017,0.9993292608674218
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,10,10,false,0,1.4021440370485652,0.37855079542981485,0.7536403660393513,0.786350966214927,78,3.859649122807017,0.9981639570511169
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,10,10,false,7,1.4062374306737437,0.37104841329247384,0.7961472814357168,0.8440771321644537,78,3.859649122807017,0.9988453905684694
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,10,10,false,11,1.318074591785827,0.33286469919291656,0.7723397666378596,0.8387325154759242,78,3.859649122807017,0.9985220434426104
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,10,10,false,15,1.0527105593245942,0.25015472292724705,0.6830326418380778,0.7997304007186588,78,3.859649122807017,0.9974174193533373
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,10,10,false,21,0.9140306987087,0.1900146934061325,0.6224902467690538,0.8674503935281087,78,3.859649122807017,0.9993292608674221
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,20,20,true,0,1.472753452436503,0.3976139227931074,0.8678608642849355,0.638094564199449,78,3.859649122807017,0.9919277889703011
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,20,20,true,7,1.425523679625184,0.3761372638064066,0.7510585587277722,0.6788208315118057,78,3.859649122807017,0.995908753136195
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,20,20,true,11,1.6320431981021342,0.41215388840025885,1.0336436517203542,0.8770179954876224,78,3.859649122807017,0.99333695741646
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,20,20,true,15,1.620156217667455,0.3849963564433965,1.0236972852619288,0.9500391845341222,78,3.859649122807017,0.9973999776696785
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,20,20,true,21,0.8179966533667625,0.17005050652709372,0.8242404523985543,1.1134219625877255,78,3.859649122807017,0.9992038663841458
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,20,20,false,0,1.4727534524364967,0.39761392279310576,0.8678608642849307,0.6380945641994427,78,3.859649122807017,0.9919277889703001
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,20,20,false,7,1.425523679625206,0.3761372638064124,0.7510585587277966,0.678820831511849,78,3.859649122807017,0.9959087531361931
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,20,20,false,11,1.632043198102191,0.41215388840027317,1.033643651720421,0.877017995487725,78,3.859649122807017,0.9933369574164599
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,20,20,false,15,1.620156217667379,0.38499635644337843,1.0236972852618431,0.9500391845339893,78,3.859649122807017,0.997399977669679
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,20,20,false,21,0.8179966533667677,0.1700505065270948,0.8242404523985786,1.1134219625877815,78,3.859649122807017,0.9992038663841449
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,40,40,true,0,1.044950724417542,0.28211575805426387,0.37296829535532455,0.09749469620122644,78,3.859649122807017,0.9846345823272256
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,40,40,true,7,1.2528990009931549,0.3305886873680383,0.5671669830659058,0.4766125019739005,78,3.859649122807017,0.9906954816144535
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,40,40,true,11,0.9845160552673763,0.24862829663013603,0.39552550735211417,0.2561330457908662,78,3.859649122807017,0.9923117891858708
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,40,40,true,15,1.0005583687333175,0.2377618418339102,0.49322652636516073,0.267218140358447,78,3.859649122807017,0.9917379568177177
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,40,40,true,21,0.825263040361601,0.17156109068903178,0.5866038495470952,0.4561140823295192,78,3.859649122807017,0.9923238475051034
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,40,40,false,0,1.0449507244175311,0.2821157580542609,0.37296829535531006,0.09749469620122479,78,3.859649122807017,0.9846345823272259
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,40,40,false,7,1.2528990009931615,0.3305886873680401,0.5671669830659132,0.4766125019739123,78,3.859649122807017,0.9906954816144551
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,40,40,false,11,0.9845160552673857,0.2486282966301384,0.3955255073521155,0.2561330457908575,78,3.859649122807017,0.9923117891858706
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,40,40,false,15,1.0005583687333544,0.23776184183391896,0.49322652636518083,0.2672181403584576,78,3.859649122807017,0.9917379568177146
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,40,40,false,21,0.8252630403615909,0.17156109068902967,0.5866038495470967,0.4561140823295051,78,3.859649122807017,0.9923238475051035
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,60,60,true,0,1.0283662453966544,0.2776382810196212,0.29556607465143747,0.050993331804599897,78,3.859649122807017,0.9793587562413726
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,60,60,true,7,0.8999091565961632,0.23744913723594663,0.37237083213411787,0.30321144724351967,78,3.859649122807017,0.9815191590109026
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,60,60,true,11,1.0739679375022286,0.2712183488607935,0.42085664621989155,0.22720793928454283,78,3.859649122807017,0.9852904878367751
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,60,60,true,15,0.9959493647068408,0.23666660809183246,0.3787167783050819,0.1328249001019018,78,3.859649122807017,0.987066805949891
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,60,60,true,21,0.983310217515348,0.2044169739246832,0.6260006138162257,0.24379064140529985,78,3.859649122807017,0.9866001553089414
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,60,60,false,0,1.0283662453966496,0.2776382810196199,0.29556607465143536,0.05099333180459844,78,3.859649122807017,0.9793587562413718
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,60,60,false,7,0.8999091565961669,0.23744913723594757,0.3723708321341184,0.3032114472435168,78,3.859649122807017,0.9815191590109013
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,60,60,false,11,1.0739679375022266,0.27121834886079293,0.4208566462198889,0.22720793928453675,78,3.859649122807017,0.9852904878367725
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,60,60,false,15,0.9959493647068495,0.2366666080918345,0.3787167783050804,0.1328249001018767,78,3.859649122807017,0.9870668059498893
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,60,60,false,21,0.9833102175153112,0.20441697392467556,0.6260006138162131,0.24379064140528087,78,3.859649122807017,0.9866001553089395
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,80,80,true,0,1.073503678362828,0.28982448350775625,0.330510509730713,0.12002804499096283,78,3.859649122807017,0.9777101015239205
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,80,80,true,7,1.023205739609306,0.26998205130401515,0.2983577054948825,0.08334818438731066,78,3.859649122807017,0.982255547586183
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,80,80,true,11,0.9900941521075411,0.250036981342171,0.4156306491704911,0.2687628765879883,78,3.859649122807017,0.9772761331747384
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,80,80,true,15,1.0205487381219973,0.2425121364627082,0.4850107854644771,0.2740675524894071,78,3.859649122807017,0.9799778311894412
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,80,80,true,21,1.0268773747855018,0.21347400017441462,0.5979004341082693,0.30493165189160315,78,3.859649122807017,0.9840773429905637
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,80,80,false,0,1.0735036783628094,0.2898244835077512,0.33051050973069807,0.12002804499095061,78,3.859649122807017,0.97771010152392
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,80,80,false,7,1.0232057396093095,0.2699820513040161,0.29835770549489216,0.08334818438731569,78,3.859649122807017,0.982255547586179
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,80,80,false,11,0.9900941521075487,0.2500369813421729,0.4156306491705068,0.2687628765879974,78,3.859649122807017,0.9772761331747397
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,80,80,false,15,1.0205487381220182,0.24251213646271313,0.4850107854644892,0.27406755248942194,78,3.859649122807017,0.9799778311894407
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,80,80,false,21,1.0268773747855306,0.21347400017442061,0.5979004341082802,0.3049316518916068,78,3.859649122807017,0.984077342990562
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,120,120,true,0,1.0369987717773952,0.27996889017364,0.29537681561832196,0.0618783227420432,78,3.859649122807017,0.9698042641883119
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,120,120,true,7,1.0248324836162985,0.27041128236376477,0.3084646643548415,0.08691638562826753,78,3.859649122807017,0.9700285250386013
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,120,120,true,11,0.9869895572968838,0.24925295134553385,0.3345966542128664,0.06936899061683169,78,3.859649122807017,0.9729153892765127
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,120,120,true,15,0.9318697177775627,0.22143941560204314,0.39022605708547453,0.09126104327160474,78,3.859649122807017,0.9766668213404057
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,120,120,true,21,1.0289829786145808,0.21391172690129856,0.5890466652217534,0.284383913239972,78,3.859649122807017,0.981877496916472
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,120,120,false,0,1.0369987717773983,0.27996889017364085,0.29537681561832313,0.061878322742043745,78,3.859649122807017,0.9698042641883091
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,120,120,false,7,1.0248324836162914,0.2704112823637629,0.3084646643548356,0.08691638562825368,78,3.859649122807017,0.9700285250385987
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,120,120,false,11,0.9869895572968761,0.2492529513455319,0.3345966542128601,0.06936899061682618,78,3.859649122807017,0.9729153892765141
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,120,120,false,15,0.9318697177775113,0.22143941560203093,0.3902260570854695,0.09126104327161257,78,3.859649122807017,0.9766668213404044
1,Cntnap_neg,OFT-0691-00,medium,105,285,39,120,120,false,21,1.0289829786145894,0.21391172690130036,0.5890466652217623,0.2843839132399573,78,3.859649122807017,0.9818774969164734
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,10,10,true,0,1.5912064159592785,0.42398210151708526,0.8689913963801613,0.7607888195359506,78,3.859649122807017,1.0
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,10,10,true,7,1.6157457039389294,0.420156259473058,0.8974525521081181,0.8027530126373171,78,3.859649122807017,1.0000000000000002
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,10,10,true,11,1.6397337823281257,0.406229185992851,0.935991436239163,0.891121934413611,78,3.859649122807017,1.000000000000001
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,10,10,true,15,1.6190151457958324,0.3732891207548672,0.9871124117477199,1.0314777654896132,78,3.859649122807017,1.0000000000000002
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,10,10,true,21,0.8608182523845508,0.16854863819567914,0.8040524435303507,1.2339272235162417,78,3.859649122807017,0.999351571097585
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,10,10,false,0,1.618670854668988,0.43130009013524323,0.8999218991955863,0.8120663188916253,78,3.859649122807017,1.0010013935483542
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,10,10,false,7,1.6489948022086478,0.42880230861668306,0.9347052974317167,0.8653750869750687,78,3.859649122807017,1.0011627874237525
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,10,10,false,11,1.6828005926237102,0.41689859799023277,0.9847242391630252,0.9755850692287614,78,3.859649122807017,1.0014376876197455
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,10,10,false,15,1.6793170167277245,0.38719265491172317,1.060578136237346,1.1636798670732607,78,3.859649122807017,1.0020199867874384
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,10,10,false,21,0.8608182523845462,0.16854863819567825,0.8040524435303328,1.233927223516214,78,3.859649122807017,0.9993515710975852
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,20,20,true,0,0.8493701258037641,0.22631742009851663,0.6461688062183862,0.7753694863339423,78,3.859649122807017,0.9955631732972886
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,20,20,true,7,0.8916441140635452,0.23186189190094716,0.7640320168828082,0.944940963475107,78,3.859649122807017,0.9966266162755413
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,20,20,true,11,0.9022065335435469,0.2235134932686813,0.8432305538869431,1.0415263327988646,78,3.859649122807017,0.9961879160600691
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,20,20,true,15,1.4430708857764463,0.33272243532573365,0.8227428010408948,1.0529205678342275,78,3.859649122807017,0.9992198394880847
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,20,20,true,21,1.2698261450193402,0.24863258521226955,0.961771780623735,1.106809538245598,78,3.859649122807017,0.9999999999999992
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,20,20,false,0,0.8493701258037616,0.22631742009851594,0.6461688062183782,0.7753694863339303,78,3.859649122807017,0.9955631732972904
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,20,20,false,7,0.8916441140635359,0.23186189190094478,0.7640320168827315,0.9449409634750041,78,3.859649122807017,0.9966266162755425
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,20,20,false,11,0.9022065335435421,0.22351349326868014,0.8432305538869175,1.0415263327988362,78,3.859649122807017,0.9961879160600694
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,20,20,false,15,1.4430708857764656,0.3327224353257381,0.8227428010409157,1.0529205678342632,78,3.859649122807017,0.9992198394880842
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,20,20,false,21,1.3249473698354088,0.25942534820572416,1.0553027376239832,1.3067889045421412,78,3.859649122807017,1.0034118044944553
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,40,40,true,0,1.0487475011269363,0.2794421672945099,0.46519219801870504,0.3261044781712633,78,3.859649122807017,0.9905311851432982
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,40,40,true,7,1.1557960621739487,0.3005515960914176,0.5643654073659579,0.265076877147228,78,3.859649122807017,0.9926471907386307
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,40,40,true,11,1.0034407510942402,0.24859335332489868,0.5367569612361696,0.43505295478943007,78,3.859649122807017,0.9946030782386667
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,40,40,true,15,1.3640616176244749,0.3145056198027155,0.8195012726814381,0.9242633157342992,78,3.859649122807017,0.9961269900915786
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,40,40,true,21,0.9745568992775495,0.19081872132987154,0.8919245379028806,1.3471488574561266,78,3.859649122807017,0.9975590099895218
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,40,40,false,0,1.0487475011269514,0.27944216729451393,0.4651921980187152,0.3261044781712988,78,3.859649122807017,0.9905311851432987
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,40,40,false,7,1.1557960621739294,0.3005515960914126,0.5643654073659452,0.2650768771472202,78,3.859649122807017,0.9926471907386308
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,40,40,false,11,1.003440751094242,0.24859335332489912,0.5367569612361875,0.43505295478945705,78,3.859649122807017,0.9946030782386664
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,40,40,false,15,1.364061617624476,0.3145056198027158,0.8195012726814331,0.9242633157342847,78,3.859649122807017,0.9961269900915786
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,40,40,false,21,0.9745568992775465,0.19081872132987096,0.8919245379028956,1.3471488574561592,78,3.859649122807017,0.9975590099895234
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,60,60,true,0,1.311196349130275,0.3493725125980203,0.7058175998720659,0.46134304888689925,78,3.859649122807017,0.9915887835132677
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,60,60,true,7,1.0822620082022147,0.28142990324994216,0.6377363825333398,0.258023659969558,78,3.859649122807017,0.9890907081525605
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,60,60,true,11,1.0511132884685264,0.2604037924708641,0.5506541352728364,0.35082350758750386,78,3.859649122807017,0.9937503132049935
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,60,60,true,15,1.183162636636506,0.27279654639855233,0.602476530866451,0.4898611199243373,78,3.859649122807017,0.9955083118556141
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,60,60,true,21,1.01141047319682,0.19803466927187913,0.45697224348654447,0.48242396419058353,78,3.859649122807017,0.9944083132386135
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,60,60,false,0,1.3111963491302596,0.34937251259801627,0.7058175998720531,0.4613430488868741,78,3.859649122807017,0.9915887835132677
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,60,60,false,7,1.0822620082021988,0.281429903249938,0.6377363825333559,0.25802365996959126,78,3.859649122807017,0.9890907081525577
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,60,60,false,11,1.051113288468537,0.2604037924708667,0.5506541352728418,0.35082350758752084,78,3.859649122807017,0.9937503132049949
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,60,60,false,15,1.183162636636471,0.2727965463985442,0.6024765308664082,0.4898611199242664,78,3.859649122807017,0.9955083118556126
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,60,60,false,21,1.011410473196789,0.19803466927187302,0.45697224348652904,0.48242396419051536,78,3.859649122807017,0.9944083132386159
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,80,80,true,0,1.0699885733879575,0.28510191977249044,0.5050136301853767,0.19348661774144915,78,3.859649122807017,0.9873519918172077
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,80,80,true,7,1.0490718901077118,0.27279919122882423,0.5720615494231908,0.20342780508208966,78,3.859649122807017,0.9865914301428454
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,80,80,true,11,1.0153423872121816,0.25154187582549015,0.40594739167122235,0.20178915945796114,78,3.859649122807017,0.9853382825031063
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,80,80,true,15,1.035147971332023,0.23866946339144623,0.450170218254515,0.31680132768846614,78,3.859649122807017,0.9904671422087078
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,80,80,true,21,0.8731952051420953,0.17097205164737772,0.4956299704993724,0.5496784986889973,78,3.859649122807017,0.9894895832320736
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,80,80,false,0,1.0699885733879757,0.28510191977249527,0.5050136301853856,0.1934866177414682,78,3.859649122807017,0.9873519918172058
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,80,80,false,7,1.0490718901076836,0.2727991912288169,0.5720615494231721,0.20342780508207164,78,3.859649122807017,0.9865914301428435
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,80,80,false,11,1.0153423872121687,0.251541875825487,0.40594739167123706,0.20178915945795237,78,3.859649122807017,0.9853382825031063
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,80,80,false,15,1.0351479713320368,0.2386694633914494,0.4501702182545066,0.3168013276884139,78,3.859649122807017,0.9904671422087065
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,80,80,false,21,0.8731952051421003,0.1709720516473787,0.4956299704993705,0.5496784986889681,78,3.859649122807017,0.9894895832320727
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,120,120,true,0,1.0336862714299873,0.2754290538767298,0.4159611228834299,0.07632585922501546,78,3.859649122807017,0.9800550940453505
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,120,120,true,7,1.0328135742057882,0.2685714014361418,0.4594496456803441,0.1983628070052895,78,3.859649122807017,0.9799408675313273
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,120,120,true,11,0.9698976100416075,0.24028334408296695,0.38141726533821224,0.13882384278294466,78,3.859649122807017,0.9819176104556762
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,120,120,true,15,1.0397753587666498,0.2397363795295376,0.4152380928894165,0.27456387335423443,78,3.859649122807017,0.9811033369387809
