group,speed_bin,n_models,n_subjects,n_bouts,mean_speed_mean,mean_speed_sem,mean_speed_median,henrici_mean,henrici_sem,henrici_median,log_tgmax_mean,log_tgmax_sem,log_tgmax_median,participation_ratio_mean,participation_ratio_sem,participation_ratio_median,rank_mean,rank_sem,rank_median,stride_frequency_mean,stride_frequency_sem,stride_frequency_median,resolvent_peak_gain_mean,resolvent_peak_gain_sem,resolvent_peak_gain_median,qfactor_median_mean,qfactor_median_sem,qfactor_median_median,harmonic_entropy_mean,harmonic_entropy_sem,harmonic_entropy_median,h1_concentration_mean,h1_concentration_sem,h1_concentration_median,spectral_decay_rate_mean,spectral_decay_rate_sem,spectral_decay_rate_median,io_gain_max_mean,io_gain_max_sem,io_gain_max_median
Cntnap_het,slow,72,72,5188,3.621627481438531,0.0307764628022952,3.606353185676746,0.5284220193083047,0.002485860808805171,0.5294499690587089,1.495384448844802,0.007990855843537556,1.49301009095239,3.973000484435676,0.05732971822340461,3.9207396381428046,40.0,0.0,40.0,2.936675479059756,0.03450089621181204,2.9631255487269534,1463.9133848336514,105.56524611501167,1296.8548867645188,1.0114880635735566,0.033327057655936174,0.9561047405079732,1.135516217400628,0.014409821304075775,1.1571662889036225,6.592689108689106,0.3952879727250692,5.723564873395015,-0.940755924605491,0.019692751906081066,-0.9592033115965242,259.7456305804335,10.715881354206068,248.60849837521107
Cntnap_het,fast,72,72,5201,5.97998481780057,0.06641165659474942,5.989381112336352,0.5663654724708812,0.002764842103273963,0.5615171430054995,1.4812580744007202,0.006952396659112486,1.4764199612341224,3.2995589623808455,0.025026046795272407,3.2550448149425257,40.0,0.0,40.0,3.888426780953389,0.043037656394607604,3.8838612368024137,1130.2081638882562,25.52576424830529,1087.9972959959532,0.9820418941247004,0.01756993715044133,0.9520115119191431,1.1040459767359387,0.01327422454188602,1.1231905700015208,7.863803686115107,0.5130668184985551,6.427097987171432,-0.8616732571842795,0.01472060952358452,-0.860456883529654,134.30404819457144,4.21155587914938,130.1723250049846
Cntnap_het,medium,72,72,5161,4.661952708345679,0.050895934454459335,4.679262665136473,0.5452715558158948,0.0019632472048124383,0.5466180279724597,1.505774558927361,0.00541101688251116,1.5045399400022144,3.5039862170055245,0.032550717906496864,3.4898703541753395,40.0,0.0,40.0,3.3462514889004074,0.0341528369146572,3.366184218878944,1554.352073161227,306.51959768366646,1154.1598706390919,0.9142880289135776,0.0068876845239237185,0.9287999816185146,1.1307913109874401,0.009257199532040782,1.1377562007770785,6.442294117513563,0.2789514003681182,6.211406924996012,-0.9603377478869136,0.010882940789655413,-0.9718540687556514,164.16181554669157,5.489732424105957,154.7290126804417
Cntnap_hom,fast,37,37,2752,6.229628025724996,0.09510394544228443,6.1052968514727795,0.5571597583637258,0.004339164695146466,0.5560355100429009,1.4415326706256029,0.010274103703623569,1.4422510438923628,3.4899145577586417,0.04624437622934314,3.5054278363909748,40.0,0.0,40.0,4.622580791726489,0.10609774189013259,4.461028192371476,1179.0970407851448,82.84479856662323,1008.4529240339529,1.117645720729569,0.09114598365216693,0.9578352922395537,1.0077540699255911,0.03335020442539439,1.059386873309485,11.997868695621575,2.108721086031101,7.977520454108401,-0.9018523197381145,0.028087287232387577,-0.8990322920577307,110.66143636007656,6.278484463368004,94.53571388921947
Cntnap_hom,medium,37,37,2728,4.857110629306501,0.07682272726947383,4.726257417982592,0.5341992414628038,0.004270582807454989,0.5303507959857715,1.4350240383064956,0.009316233239761934,1.4465483551009006,3.817181230090317,0.0665507122516316,3.803773739190319,40.0,0.0,40.0,3.707024060888456,0.0543961934937643,3.7037037037037037,1304.8585636849127,77.68160570783985,1168.5014397337548,1.0874146334982606,0.1261201738311133,0.9425506514660824,1.1222703079583538,0.01766795234101011,1.1248306407353552,5.241396542395546,0.3580030615951008,4.816709369821434,-0.8371850282157649,0.023657039931561794,-0.8258734671904209,114.87131241593852,3.9561517221867493,111.01757193734612
Cntnap_hom,slow,37,37,2738,3.751362959640306,0.05086605025067258,3.687560742451866,0.5182285253113889,0.002622103840801182,0.520693041517869,1.4230358232735838,0.01200550569072288,1.4190370009462754,4.371207054853031,0.10634392476674064,4.352318307945135,40.0,0.0,40.0,3.2766690601793846,0.04176978327181839,3.306010928961749,2083.447219803128,692.8552079444444,1194.1557327520204,1.0640392392702722,0.1185605301606338,0.9537424954871215,1.1267068700104612,0.023003600596933984,1.1138074248717582,6.621463369866513,0.5782821695214391,6.068027036864904,-0.9873487351069908,0.022677264895681202,-1.0328153739076409,185.15744221148026,11.920659058291307,178.0652445021834
Cntnap_neg,slow,56,56,4723,3.7098409028138866,0.029417274102248987,3.712891461791358,0.5364597468101459,0.002673518191776204,0.5379686540539736,1.5136893981653292,0.010337667409836849,1.5145076333871508,4.157004200149708,0.051050688384320426,4.138306188364753,40.0,0.0,40.0,2.979380462899358,0.03636169625545499,2.9704056885056374,1952.078867908831,489.63523763768825,1239.6441369696715,0.961551579950192,0.019606868052024374,0.9385336787504229,1.1276271824470567,0.018684908845204518,1.1422200586396527,7.321670820695082,0.615649735824163,6.144656910451406,-0.9569515792126845,0.01951001205219965,-0.9826254885033898,256.47398850058306,12.914325263320858,232.22229862311775
Cntnap_neg,medium,56,56,4702,4.736221502468775,0.045176187768288745,4.778058635630233,0.5494331730223073,0.001903771267885623,0.5499768290297244,1.5062058278291843,0.006486917053049532,1.5099320045239812,3.5837290056181677,0.042082932173569565,3.555778926865924,40.0,0.0,40.0,3.3450886161499747,0.032400042347951546,3.3333333333333335,1497.8225842439263,258.1448592581528,1159.840506772136,0.9063067545036142,0.010400284645952279,0.9197551321297393,1.128836074399105,0.010430152907615956,1.1268157791308844,6.47325552917804,0.3724595388945311,5.858165798648446,-0.9456277281275084,0.014194567241605054,-0.9511901665611133,152.597916543767,5.10073754942527,145.77217497994604
Cntnap_neg,fast,57,57,4748,6.003486777793579,0.06333698202881777,6.070678259137377,0.5725131691558005,0.002685884081629376,0.571291982473764,1.4717533161908,0.007584014544328305,1.4751107547819147,3.3269075548538827,0.026404224842748163,3.337094345536136,40.0,0.0,40.0,3.8716216063894793,0.033711388782667495,3.8461538461538467,1643.2348387224795,447.96919330160244,1026.0987079483607,1.1708494658261726,0.09974473152157927,0.9486681588426394,1.1531863268210072,0.01158998915531358,1.1601700825234804,6.462650823386606,0.387105804925187,5.842018209880845,-0.7975969831670845,0.016081963899324772,-0.8090726764894484,128.73780355556354,3.8638124835772483,123.03877141310164
TSC_het,slow,63,63,3456,3.2509694230649253,0.03466263921401053,3.2481572132971808,0.5267547000362722,0.0028785408955399297,0.5230321618590131,1.5697228668428727,0.011441814757941595,1.5808944003787542,3.3876792955603516,0.05018583290165127,3.298454064438404,40.0,0.0,40.0,2.4547819461312286,0.034872709652036954,2.3952954675846243,3727.315156729947,436.6507161352886,2231.325862540817,1.4196335013723265,0.18073222774890377,0.9578226788949098,1.1189730102546036,0.0244734011694529,1.1760624052687554,8.688176560662802,0.8096609717645128,7.474179474419506,-0.7410696453080193,0.022170918586753394,-0.7162661817633682,572.4007922139349,63.33638696248673,364.2620224900851
