group,metric,n_models,n_subjects,mean,sem,ci_low,ci_high
Cntnap_neg,diagonal_dominance,169,57,1.114324637413743,0.0062891083892766785,1.1029214498451831,1.126871558466939
Cntnap_neg,fore_hind_coupling,169,57,0.7646833670798744,0.009349949010548638,0.7441246196181933,0.7815439581061193
Cntnap_neg,left_right_coupling,169,57,0.8333644071521158,0.008528216420787544,0.8149298038735795,0.8489607074386221
Cntnap_neg,cross_gain,169,57,0.8104707271280354,0.008650451207274555,0.7917515969294969,0.8261983716831839
Cntnap_neg,angle_angle_coupling,169,57,0.9020454472243569,0.009122178509166724,0.8811281580814179,0.9179211726324844
Cntnap_neg,radius_radius_coupling,169,57,NaN,NaN,NaN,NaN
Cntnap_neg,radius_to_angle_coupling,169,57,0.8104707271280354,0.008650451207274555,0.7917515969294969,0.8261983716831839
Cntnap_neg,angle_to_radius_coupling,169,57,NaN,NaN,NaN,NaN
Cntnap_neg,angle_radius_cross_coupling,169,57,0.8104707271280354,0.008650451207274555,0.7917515969294969,0.8261983716831839
Cntnap_neg,angle_selectivity,169,57,1.114324637413743,0.0062891083892766785,1.1029214498451831,1.126871558466939
Cntnap_het,diagonal_dominance,216,72,1.0992741492681057,0.005108903760105331,1.0892618982345537,1.1088176599177115
Cntnap_het,fore_hind_coupling,216,72,0.7829111948195693,0.0076211182539385035,0.768385451997521,0.7973631807385562
Cntnap_het,left_right_coupling,216,72,0.8434562615905002,0.0068131888703152526,0.8303816318577627,0.8564656166491615
Cntnap_het,cross_gain,216,72,0.8232745726668563,0.006959294739020179,0.8097332603862207,0.8364537320278618
Cntnap_het,angle_angle_coupling,216,72,0.9040013283614315,0.00718562301827373,0.8898471153149355,0.9179793395525475
Cntnap_het,radius_radius_coupling,216,72,NaN,NaN,NaN,NaN
Cntnap_het,radius_to_angle_coupling,216,72,0.8232745726668563,0.006959294739020179,0.8097332603862207,0.8364537320278618
Cntnap_het,angle_to_radius_coupling,216,72,NaN,NaN,NaN,NaN
Cntnap_het,angle_radius_cross_coupling,216,72,0.8232745726668563,0.006959294739020179,0.8097332603862207,0.8364537320278618
Cntnap_het,angle_selectivity,216,72,1.0992741492681057,0.005108903760105331,1.0892618982345537,1.1088176599177115
Cntnap_hom,diagonal_dominance,111,37,1.1139355703256126,0.008327260410829387,1.0967644523771476,1.129718988272793
Cntnap_hom,fore_hind_coupling,111,37,0.7600883929455488,0.012805683399708227,0.7360563961151907,0.7843412623903337
Cntnap_hom,left_right_coupling,111,37,0.8278334026928544,0.011327476309795498,0.8057568214866652,0.8494730778899162
Cntnap_hom,cross_gain,111,37,0.8052517327770857,0.011629093930997108,0.7827535363647312,0.8272129120071927
Cntnap_hom,angle_angle_coupling,111,37,0.89557841244016,0.011719316539601135,0.8725867177956554,0.9182253007041028
