group,subject,speed_bin,mean_speed,model_index,diagonal_dominance,self_gain,cross_gain,fore_hind_coupling,left_right_coupling,angle_angle_coupling,radius_radius_coupling,radius_to_angle_coupling,angle_to_radius_coupling,angle_radius_cross_coupling,angle_selectivity
Cntnap_het,OFT-0366-00,slow,3.5569772413601464,1,2.068753608018491,0.6606098658305792,0.3193274748960218,0.3251992671070132,0.36198777376284164,0.32989037940128446,0.7966475300946783,0.14310477427962168,0.17830841127578206,0.16070659277770188,2.052749508899158
Cntnap_het,OFT-0366-00,fast,5.913322054027955,2,1.9873027789939943,0.7254669179323365,0.36505102574232795,0.3552196514067102,0.41010301226607904,0.3252510944402124,0.8932484677974688,0.12468998341610314,0.29722250341053197,0.21095624341331756,1.5417941141612093
Cntnap_het,OFT-0366-00,medium,4.720387524680251,3,2.0344802644837094,0.7807986350589574,0.3837828504358094,0.37588309895851524,0.43340982351370283,0.47097259540031144,0.8603077480432858,0.15741094995950902,0.244948000651705,0.201179475305607,2.3410568830884366
Cntnap_het,OFT-0371-00,fast,5.098992039646725,4,1.7209244412679308,0.6226532651988388,0.3618132500576752,0.3731508503181308,0.39441825195032065,0.22349123079822386,0.963783008162759,0.10412125087215209,0.28627751796814754,0.1951993844201498,1.1449381946675523
Cntnap_het,OFT-0371-00,medium,4.024962798169464,5,1.830574733311641,0.61124081515314,0.33390650708226566,0.35770512066874244,0.368573295591125,0.20555947482914658,0.9636779332601783,0.08077099406522231,0.2242847802099528,0.15252788713758755,1.3476845361643406
Cntnap_het,OFT-0371-00,slow,3.1711303647870133,6,1.7634183590456922,0.7677250854368631,0.4353618535832486,0.4307820713827777,0.47690725756495045,0.3979693996869891,0.9408878975051829,0.26075948418034467,0.3080122488872851,0.2843858665338149,1.3993993602339183
Cntnap_het,OFT-0376-00,fast,5.204279806465986,7,1.6944704766370648,0.7160699079311683,0.42259214179542287,0.38885138654900014,0.45927686256239136,0.3327012620708109,0.8947962511027501,0.13339601325937633,0.4762139238166279,0.3048049685380021,1.0915217808509272
Cntnap_het,OFT-0376-00,slow,3.339187654518954,8,1.7584750753848082,0.6506639302461473,0.3700160095267555,0.37887497868888786,0.40509699961667933,0.27904360139965717,0.8763878638689813,0.16669305374763763,0.29826347945044135,0.23247826659903947,1.2002997333119745
Cntnap_het,OFT-0376-00,medium,4.039729611148411,9,1.6920754017757145,0.6136815310146295,0.36267977796415796,0.37925267060613854,0.39405499709546704,0.21673715917318237,0.9117749811939709,0.08542807483052979,0.36227977318418514,0.22385392400735746,0.9682079960593356
Cntnap_het,OFT-0385-00,medium,4.235110503765973,10,1.7016836823981676,0.6235025551820677,0.3664033225630812,0.38207382619581676,0.3985407266404545,0.25390618179727764,0.9287801674931524,0.12232737144501743,0.2891491858263703,0.20573827863569386,1.2341222230544464
Cntnap_het,OFT-0385-00,fast,5.631290101739387,11,1.7242186814065341,0.6874632712031931,0.3987100236278578,0.4009842753990741,0.4348041795747748,0.3046267876330473,0.9620427426295689,0.1324349762303829,0.3401122118061,0.23627359401824144,1.2892967955171861
Cntnap_het,OFT-0385-00,slow,3.3243946429041,12,1.4082588394095215,0.6347203624582064,0.45071285526199334,0.4585914047468726,0.4737137936615201,0.3319318363300015,0.8688677817865992,0.18558159947688713,0.5084739570525926,0.34702777826473985,0.9564993269120319
Cntnap_het,OFT-0391-00,slow,3.93755107980959,13,1.913922784776872,0.6897798536432934,0.3604010878232525,0.3507988202400669,0.4015734335507575,0.2861435539747862,0.9048535352135411,0.10364218404701807,0.3116544609676847,0.20764832250735138,1.3780200606467978
Cntnap_het,OFT-0391-00,fast,6.38312149685913,14,2.079558380224155,0.6501289830727186,0.3126283874764994,0.3125155752216841,0.3548159619260268,0.21068838168398388,0.9248832280189758,0.03784655538990214,0.24584568261124534,0.14184611900057376,1.485330604520323
Cntnap_het,OFT-0391-00,medium,5.093760309029038,15,1.8340992828356077,0.6412227331148449,0.3496117898936654,0.3576334765549462,0.38606315779631273,0.3520887854600827,0.8198583102237449,0.11477673149534852,0.257528804006075,0.18615276775071174,1.891396994599542
Cntnap_het,OFT-0403-00,medium,5.295256598957239,16,1.7838207223865703,0.6653339583389842,0.3729825256480008,0.37091028320657715,0.4095264547343739,0.3801790746629184,0.7763873920466365,0.13855547309657706,0.3429838791313635,0.2407696761139703,1.5790156002990905
Cntnap_het,OFT-0403-00,fast,6.9048632913996855,17,1.7776510166088297,0.7835484947673433,0.44077745713109356,0.4242941916834644,0.4836238368356246,0.3822494459125343,0.9356153905475189,0.1967296169174345,0.4199008939650104,0.30831525544122246,1.2398006234414396
Cntnap_het,OFT-0403-00,slow,3.8337888979884895,18,1.7048014430688214,0.5510959506565225,0.32326107705803675,0.32853883819971963,0.35174043625784746,0.17514116934282378,0.8118084922846344,0.11193296191035312,0.30807912149357847,0.2100060417019658,0.8339815746414516
Cntnap_het,OFT-0407-00,fast,6.431405795170391,19,1.7044762215755613,0.6600329115903273,0.38723503633287104,0.38946011936337677,0.42133477074005327,0.25917820892825805,0.8953965796009977,0.08956313905377535,0.44120115537718196,0.26538214721547865,0.9766226238188386
Cntnap_het,OFT-0407-00,medium,4.931123002230912,20,1.7824169682365292,0.7536027502880102,0.422798236168949,0.41693198131633225,0.4641488004338314,0.3569389653365904,0.9418612304832067,0.19949534014969253,0.3582996657658359,0.2788975029577642,1.2798213019162263
Cntnap_het,OFT-0407-00,slow,3.6194524640806165,21,1.8090966428582338,0.5702015816161915,0.3151858049525297,0.3293553039990142,0.34706277703548727,0.21698012699907515,0.8430140629461943,0.07528231828722659,0.25297459990945304,0.1641284590983398,1.3220140382178849
Cntnap_het,OFT-0419-00,fast,6.15438378537604,22,1.9113568579653406,0.6182972505989075,0.32348603455300934,0.3328126182520625,0.3603374365587466,0.18035422736734802,0.9346978110843817,0.07288216139881758,0.2534155463844395,0.16314885389162856,1.1054581326519652
Cntnap_het,OFT-0419-00,slow,3.610904247392094,23,1.5370663104035835,0.6146817597448221,0.39990581771545475,0.40484711346414115,0.42675281046912533,0.30080717861861056,0.8552765806534043,0.15606586699356095,0.3948616156109257,0.2754637413022433,1.092002806600089
Cntnap_het,OFT-0419-00,medium,4.798318318768427,24,1.8733878809000473,0.6501006121239726,0.3470186920455786,0.3532243423228891,0.38490393205537776,0.2217922223041306,0.9175439941733479,0.10619309479157976,0.29408641695245274,0.20013975587201627,1.1081867335041642
Cntnap_het,OFT-0420-00,medium,5.1145163691582605,25,1.8303787401951797,0.5974525982451458,0.32640927537294134,0.31896891977213454,0.3602896907319669,0.2584110342752122,0.7856743089038475,0.1125949625530558,0.28447845719575215,0.19853670987440397,1.3015781033073694
Cntnap_het,OFT-0420-00,fast,6.260797074478718,26,1.867343727560427,0.6351066868519448,0.34011236253845656,0.35436577676163705,0.37698665307764256,0.3251738153539751,0.8138769069676483,0.18557037442067528,0.18332551556827195,0.18444794499447362,1.7629571062107408
Cntnap_het,OFT-0420-00,slow,3.826474227591128,27,1.8664423021374428,0.854059934890658,0.45758710778929074,0.4145146527277909,0.5071462111769618,0.5133344807938314,0.8378476557933904,0.2596602698192147,0.4177424383014101,0.33870135406031243,1.515596187142559
Cntnap_het,OFT-0421-00,slow,3.93695947028603,28,1.8054513292774792,0.7426541954856647,0.41133991453697416,0.4146785983798392,0.45275419965556063,0.3839516037937424,0.930786577147927,0.11861024288399366,0.37766837479657966,0.24813930884028668,1.547322774405205
Cntnap_het,OFT-0421-00,fast,6.956761347020027,29,2.1262789026930373,0.5633003675886074,0.26492308552521476,0.25994494713105765,0.3022202457831389,0.24789537449774712,0.7150074845603007,0.06215229042390283,0.18382583365060481,0.12298906203725382,2.015588788071729
Cntnap_het,OFT-0421-00,medium,5.170442210426303,30,1.9362834945214416,0.6578112464483841,0.33972878884192736,0.34110935043858115,0.3794890960427344,0.3365667564929823,0.8302378831572734,0.11255161172019736,0.23860013280048462,0.175575872260341,1.9169305677372726
Cntnap_het,OFT-0423-00,slow,4.097935889076577,31,1.6744332824371755,0.7029937823694242,0.4198398286411274,0.4264719082714439,0.45523407285716455,0.4718958317557222,0.860521724278263,0.15972791633757583,0.32879081905709723,0.24425936769733653,1.9319456862774311
Cntnap_het,OFT-0423-00,fast,6.3643241607321075,32,1.5424375366167384,0.6741582071319128,0.43707326301890054,0.4402103248823855,0.4667088810330272,0.40153083819084257,0.8386321513272639,0.13712136122628357,0.4895511733877187,0.31333626730700115,1.2814693991277748
Cntnap_het,OFT-0423-00,medium,5.221947514559912,33,1.6904439727152198,0.6678194938349175,0.3950556804093628,0.4123583050709542,0.42915115708755713,0.367330359871336,0.8917379094713025,0.11357225658705031,0.34396410242053976,0.22876817950379502,1.6056881716158535
Cntnap_het,OFT-0425-00,slow,3.782798184798144,34,1.5126018974755886,0.6880090736856694,0.4548513887453807,0.434467194875719,0.48399609936291677,0.3876105211524569,0.8439802457724691,0.21139835450384412,0.492995276022897,0.35219681526337054,1.1005508975502922
Cntnap_het,OFT-0425-00,medium,5.125755498798034,35,1.6124033038900154,0.6274269161186636,0.3891252979976909,0.3852165170021505,0.4189130002628125,0.36579133052234347,0.7709857546232541,0.18491469987104944,0.3539602160346035,0.2694374579528265,1.357611273880066
Cntnap_het,OFT-0425-00,fast,6.519962144661278,36,1.3991630819732266,0.6131591769450379,0.4382328156345472,0.4185442019832374,0.46009861079835856,0.4106980600855961,0.6954500611894481,0.21039600291264127,0.5238503190057486,0.36712316095919495,1.118692863213946
Cntnap_het,OFT-0428-00,slow,4.430128398957388,37,1.7284049391107499,0.7169231378975134,0.4147888736457583,0.43762279819091354,0.45255565667722775,0.409611424407184,0.952210740749174,0.13211909944783917,0.3162813621047138,0.2242002307762765,1.826989307677941
Cntnap_het,OFT-0428-00,medium,5.944877764522171,38,2.16648887041876,0.6618530454963959,0.3054957053014847,0.2923194368706124,0.35004037282584866,0.302639851156502,0.7878041597059132,0.07204294294914261,0.23767453749183684,0.15485874022048973,1.9542962232909795
Cntnap_het,OFT-0428-00,fast,7.437161332343741,39,1.8550379047521814,0.817537957502161,0.44071226545172815,0.4044580289944202,0.4878154769580322,0.593558520910163,0.7299282715903439,0.16749665897318106,0.4602784563584411,0.3138875576658111,1.8909909182896354
Cntnap_het,OFT-0430-00,fast,6.632092121799728,40,2.1730041981088544,0.7233548169432417,0.33288238355580296,0.311293241475396,0.38169143772923275,0.3078684537577047,0.8884475094835294,0.08369968182455993,0.2467501058511371,0.16522489383784852,1.8633297114407372
Cntnap_het,OFT-0430-00,medium,5.026986921337118,41,1.8830135937121484,0.7348415479413861,0.3902476064937636,0.36470780042085177,0.4333218491747162,0.5006218794190749,0.7220288675107953,0.15333854340053965,0.35729810636845494,0.2553183248844973,1.9607753561972088
Cntnap_het,OFT-0430-00,slow,3.9111070815308797,42,2.076647401714125,0.7258569363290283,0.34953306744798607,0.34713753438355843,0.3965735510581163,0.35078188806397836,0.8958394759603125,0.11515878414007115,0.22451405606810312,0.16983642010408714,2.065410280368579
Cntnap_het,OFT-0431-00,medium,4.424980265263586,43,1.7480357530898523,0.5807976213689832,0.3322572895562103,0.36125586518540076,0.3633248310328068,0.31603890676250257,0.8102614061003633,0.11557115800825568,0.21142785326010588,0.16349950563418078,1.9329655189882868
Cntnap_het,OFT-0431-00,slow,3.524328694159909,44,1.5175804623161369,0.6384159129662746,0.42068010811889467,0.4376906906631027,0.4478970837248173,0.3321447015136888,0.9123636295226459,0.14380204624610396,0.4032779576168304,0.27354000193146716,1.2142454455231908
Cntnap_het,OFT-0431-00,fast,5.743615736948633,45,1.488897346362788,0.702584384752017,0.471882354057755,0.47590426332585917,0.5007201078945378,0.3679761695387962,0.9257736726307407,0.12123944604852767,0.5878911433600866,0.35456529470430714,1.0378234278277945
Cntnap_het,OFT-0432-00,fast,5.6210405467231155,46,1.7111797616293216,0.6210762733228546,0.36295209144566376,0.3656819957371221,0.39521761418031254,0.25611294286200564,0.8793100384580471,0.07467810233533638,0.37076937306586066,0.22272373770059853,1.149913096404171
Cntnap_het,OFT-0432-00,slow,3.572182468493087,47,1.7355622735106346,0.5593973425792881,0.322314762839226,0.33801008185982495,0.35195008530673383,0.2345740586842448,0.8490035283563415,0.08207799853511617,0.24214475565123295,0.16211137709317455,1.4469931900548958
Cntnap_het,OFT-0432-00,medium,4.513786940438647,48,1.8788543524297654,0.6373753642498681,0.3392361751860136,0.3374023154642857,0.37650357381899524,0.22384846163220878,0.893134899956846,0.12566326263659922,0.2633676710503271,0.19451546684346316,1.1508003207392832
Cntnap_het,OFT-0434-00,medium,4.953600231532177,49,1.8111350116674936,0.6610633955006933,0.3649995120419316,0.36708760086225645,0.4020074974742769,0.3459052807442685,0.840661394041477,0.10427080016666343,0.31719251494469847,0.21073165755568096,1.6414490578040988
Cntnap_het,OFT-0434-00,fast,6.306725025082445,50,1.4500420442253588,0.6420114488206004,0.44275367833460005,0.4415459226927586,0.46766089964534974,0.32562455006884405,0.864918522016906,0.13444950490949684,0.5456510215861524,0.3400502632478246,0.9575777032453956
Cntnap_het,OFT-0434-00,slow,3.853572247081635,51,1.599825463723653,0.7475462978563875,0.4672674081061604,0.47156874422975026,0.5023022693249386,0.6064556220658989,0.7455605313783743,0.24726039851226447,0.4099325253432168,0.3285964619277406,1.8455938889544719
