group,metric,n_models,n_subjects,r_speed,slope_per_speed,r_henrici
Cntnap_het,henrici,216,72,0.3733529312357976,0.01410196844965326,NaN
Cntnap_het,log_tgmax,216,72,-0.2954726530770476,-0.026192464837744258,0.44808558018237704
Cntnap_het,participation_ratio,216,72,-0.5133624407021178,-0.418754421450847,-0.4387351512095829
Cntnap_het,qfactor_median,216,72,0.24934586452900537,0.04484143679776956,0.22514085302792525
Cntnap_het,h1_concentration,216,72,0.2962481083184961,0.866982044164436,0.3429418857559555
Cntnap_het,io_gain_max,216,72,-0.5538112567110293,-19.1531706138332,0.13644012421148827
Cntnap_hom,henrici,111,37,0.3794786827858647,0.014453973531629973,NaN
Cntnap_hom,log_tgmax,111,37,-0.23689348448328246,-0.020960586518416865,0.38447736972928326
Cntnap_hom,participation_ratio,111,37,-0.5236784868081138,-0.5132634348821219,-0.4544732056469431
Cntnap_hom,qfactor_median,111,37,0.20557324384997455,0.08483272811965062,0.09263598490490738
Cntnap_hom,h1_concentration,111,37,0.4397304742868454,2.9486599901809174,0.4785976677987358
Cntnap_hom,io_gain_max,111,37,-0.2877645997517975,-7.22395486652323,0.36749681344826285
Cntnap_neg,henrici,169,57,0.4499422178255781,0.014700157142601231,NaN
Cntnap_neg,log_tgmax,169,57,-0.20609669281944754,-0.017982856259393082,0.3786084858446291
Cntnap_neg,participation_ratio,169,57,-0.6077128903995078,-0.530318679102575,-0.5569510449127115
Cntnap_neg,qfactor_median,169,57,0.17923781778171952,0.08475936394809178,0.22654150913152576
Cntnap_neg,h1_concentration,169,57,0.47035371879190124,1.1452359823904692,0.26932567820575054
Cntnap_neg,io_gain_max,169,57,-0.4511186284017311,-13.6531724000652,0.12931287581088488
TSC_het,henrici,189,63,0.16387846552525984,0.006537444952934839,NaN
TSC_het,log_tgmax,189,63,-0.2102849796978973,-0.02799251933428608,0.42022095626003547
TSC_het,participation_ratio,189,63,-0.2587313073837432,-0.20590023731573318,-0.32902854871404863
TSC_het,qfactor_median,189,63,-0.101073430811206,-0.043969586180573096,0.030089065108459278
TSC_het,h1_concentration,189,63,-0.06501032744635055,-0.2003245667533263,0.11999266622246947
TSC_het,io_gain_max,189,63,-0.541813043008903,-63.88289563744041,0.15117533591391077
TSC_hom,henrici,105,35,0.1706528930269259,0.008450365276096914,NaN
TSC_hom,log_tgmax,105,35,-0.09495737655743322,-0.011249968517413236,0.25823596824601724
TSC_hom,participation_ratio,105,35,-0.33613306049132896,-0.36049195074445267,-0.502346831882221
TSC_hom,qfactor_median,105,35,-0.02895349157935939,-0.005113526465717632,-0.04656896005706113
TSC_hom,h1_concentration,105,35,-0.2256249956146966,-0.4163209903123048,-0.14768929082841936
TSC_hom,io_gain_max,105,35,-0.5986786920326251,-43.594291364918526,-0.08511759424881873
TSC_neg,henrici,195,65,0.13469632681716287,0.004550143734780364,NaN
TSC_neg,log_tgmax,195,65,-0.23938075899379435,-0.029093764146334515,0.5062371169388665
TSC_neg,participation_ratio,195,65,-0.1900233336841269,-0.1606060508106121,-0.2675617638418318
TSC_neg,qfactor_median,195,65,0.02129986680840914,0.0104965700866123,-0.007565603496368834
TSC_neg,h1_concentration,195,65,0.004923552496288407,0.012500329795998546,0.08860374737394731
TSC_neg,io_gain_max,195,65,-0.5710782857787593,-57.43561333087835,0.07487498460958016
new_preds,henrici,1121,374,0.060330302451917346,0.0022526205312129524,NaN
new_preds,log_tgmax,1121,374,-0.23895700167534353,-0.029500749105856747,0.5949627739518301
new_preds,participation_ratio,1121,374,-0.39657806074511487,-0.33977154201464943,-0.32838883273448327
new_preds,qfactor_median,1121,374,0.014473985507982566,0.0055970782866331436,0.07064781241077184
new_preds,h1_concentration,1121,374,0.42677307435494655,1.9269960430299768,0.014078617663159196
new_preds,io_gain_max,1121,374,-0.4910714569488055,-26.773443400344693,0.26146755489602563
