group,subject,speed_bin,model_index,peak_log_gain,peak_frequency,mean_log_gain,band_3_7_log_gain
TSC_het,OFT-0387-00,slow,508,2.3676349541431203,3.9887640449438204,1.8294644435732041,2.03376356492485
TSC_het,OFT-0392-00,fast,509,2.5602490230281956,4.376404494382022,1.761335780346648,1.9320173297928396
TSC_het,OFT-0392-00,slow,510,2.85628569943235,3.9887640449438204,1.8962937041478862,2.0846912209974695
TSC_het,OFT-0392-00,medium,511,2.684712215242489,4.247191011235955,1.8457305245719229,1.9464553787969108
TSC_het,OFT-0393-00,slow,512,2.2071501538132496,4.634831460674158,1.7213294593496478,1.9147091202706907
TSC_het,OFT-0393-00,fast,513,2.2755434194607638,5.53932584269663,1.6964649279831732,1.8284465269169918
TSC_het,OFT-0393-00,medium,514,2.182710160809706,5.022471910112359,1.7115379157556716,1.862205065452763
TSC_het,OFT-0396-00,fast,515,2.446333824044569,3.859550561797753,1.7995185919932855,1.920564843072884
TSC_het,OFT-0396-00,slow,516,2.782559020736493,3.0842696629213484,1.9488437774229137,2.11814382773599
TSC_het,OFT-0396-00,medium,517,2.709986392529398,3.601123595505618,1.988052088373906,2.2087492568006284
TSC_het,OFT-0397-00,medium,518,2.328667786001207,3.9887640449438204,1.7996237438093976,1.9613526999299569
TSC_het,OFT-0397-00,fast,519,2.3341464792551863,4.764044943820225,1.7144490083714474,1.846969139218809
