group,speed_bin,metric,n_models,n_subjects,mean,sem
Cntnap_neg,medium,diagonal_peak_gain,56,56,0.4918265931269489,0.005765339921617366
Cntnap_neg,medium,diagonal_peak_lag_fraction,56,56,0.010000000000000009,0.0
Cntnap_neg,medium,diagonal_phase_selectivity,56,56,0.07422246638180331,0.002620130616685568
Cntnap_neg,medium,all_cross_mean_gain,56,56,0.17293986353731455,0.0023279635802852276
Cntnap_neg,medium,all_cross_peak_gain,56,56,0.4919464199083644,0.005901646643886743
Cntnap_neg,medium,all_cross_peak_lag_fraction,56,56,0.010000000000000009,0.0
Cntnap_neg,medium,all_cross_phase_selectivity,56,56,0.07387097700277935,0.0026307522255396777
Cntnap_neg,medium,self_to_cross_ratio,56,56,1.0054371111485925,0.001097045275437758
Cntnap_neg,fast,same_mean_gain,57,57,0.1749772321559348,0.0025820842628026947
Cntnap_neg,fast,same_peak_gain,57,57,0.4918617118267028,0.005913785200174872
Cntnap_neg,fast,same_peak_lag_fraction,57,57,0.010000000000000009,0.0
Cntnap_neg,fast,same_phase_selectivity,57,57,0.07126575013023785,0.0029621467641899675
Cntnap_neg,fast,fore_homologs_mean_gain,57,57,0.15161904350578184,0.002824303311587455
Cntnap_neg,fast,fore_homologs_peak_gain,57,57,0.4725650206558332,0.00901984529029874
Cntnap_neg,fast,fore_homologs_peak_lag_fraction,57,57,0.010000000000000009,0.0
Cntnap_neg,fast,fore_homologs_phase_selectivity,57,57,0.08941559050529041,0.0030933573180046844
Cntnap_neg,fast,hind_homologs_mean_gain,57,57,0.19833542080608776,0.00353061728854282
Cntnap_neg,fast,hind_homologs_peak_gain,57,57,0.511158402997572,0.011162429857084238
Cntnap_neg,fast,hind_homologs_peak_lag_fraction,57,57,0.010000000000000009,0.0
Cntnap_neg,fast,hind_homologs_phase_selectivity,57,57,0.06721397321501363,0.004035283429889718
Cntnap_neg,fast,ipsilateral_mean_gain,57,57,0.17332740466754362,0.002561540203890579
Cntnap_neg,fast,ipsilateral_peak_gain,57,57,0.49316536781895604,0.005777910486071619
Cntnap_neg,fast,ipsilateral_peak_lag_fraction,57,57,0.010000000000000009,0.0
Cntnap_neg,fast,ipsilateral_phase_selectivity,57,57,0.0727183699567884,0.002898261797937993
Cntnap_neg,fast,diagonal_mean_gain,57,57,0.17332740466754362,0.0025615402038905795
Cntnap_neg,fast,diagonal_peak_gain,57,57,0.49316536781895604,0.00577791048607162
Cntnap_neg,fast,diagonal_peak_lag_fraction,57,57,0.010000000000000009,0.0
Cntnap_neg,fast,diagonal_phase_selectivity,57,57,0.07271836995678843,0.0028982617979379927
Cntnap_neg,fast,all_cross_mean_gain,57,57,0.173877347163674,0.0025662339705804977
Cntnap_neg,fast,all_cross_peak_gain,57,57,0.49273081582153827,0.0057987229300601375
Cntnap_neg,fast,all_cross_peak_lag_fraction,57,57,0.010000000000000009,0.0
Cntnap_neg,fast,all_cross_phase_selectivity,57,57,0.07221238016723946,0.0029169131717466158
Cntnap_neg,fast,self_to_cross_ratio,57,57,1.0063772381879876,0.0008931529680767909
Cntnap_neg,slow,same_mean_gain,56,56,0.1758002568711357,0.002868343398324534
Cntnap_neg,slow,same_peak_gain,56,56,0.48621752497821624,0.006461558268182218
Cntnap_neg,slow,same_peak_lag_fraction,56,56,0.010000000000000009,0.0
Cntnap_neg,slow,same_phase_selectivity,56,56,0.09006564070657641,0.003067582609932089
Cntnap_neg,slow,fore_homologs_mean_gain,56,56,0.15826491318469357,0.002426185399301774
Cntnap_neg,slow,fore_homologs_peak_gain,56,56,0.49301292102925104,0.005263124166570345
Cntnap_neg,slow,fore_homologs_peak_lag_fraction,56,56,0.010000000000000009,0.0
Cntnap_neg,slow,fore_homologs_phase_selectivity,56,56,0.09909199061087984,0.003478470108314659
Cntnap_neg,slow,hind_homologs_mean_gain,56,56,0.19333560055757792,0.004790049627224406
Cntnap_neg,slow,hind_homologs_peak_gain,56,56,0.4815056841311542,0.01165214616536192
Cntnap_neg,slow,hind_homologs_peak_lag_fraction,56,56,0.008928571428571437,0.0006072383423769379
Cntnap_neg,slow,hind_homologs_phase_selectivity,56,56,0.0899968086103793,0.004360083174758406
Cntnap_neg,slow,ipsilateral_mean_gain,56,56,0.17422029732877656,0.0026870351845958316
Cntnap_neg,slow,ipsilateral_peak_gain,56,56,0.4853296902527255,0.005674833819881885
Cntnap_neg,slow,ipsilateral_peak_lag_fraction,56,56,0.010000000000000009,0.0
Cntnap_neg,slow,ipsilateral_phase_selectivity,56,56,0.0901858901363219,0.0029681162408889423
Cntnap_neg,slow,diagonal_mean_gain,56,56,0.17422029732877656,0.002687035184595831
Cntnap_neg,slow,diagonal_peak_gain,56,56,0.4853296902527255,0.005674833819881885
Cntnap_neg,slow,diagonal_peak_lag_fraction,56,56,0.010000000000000009,0.0
Cntnap_neg,slow,diagonal_phase_selectivity,56,56,0.0901858901363219,0.0029681162408889436
Cntnap_neg,slow,all_cross_mean_gain,56,56,0.17474695050956293,0.0027425668136585642
Cntnap_neg,slow,all_cross_peak_gain,56,56,0.48562563516122254,0.005877038253518145
Cntnap_neg,slow,all_cross_peak_lag_fraction,56,56,0.010000000000000009,0.0
Cntnap_neg,slow,all_cross_phase_selectivity,56,56,0.09012264308922428,0.002998014228739211
Cntnap_neg,slow,self_to_cross_ratio,56,56,1.0055138416916185,0.001473526692536181
TSC_het,slow,same_mean_gain,61,61,0.17287778259158051,0.0032737047158735875
TSC_het,slow,same_peak_gain,61,61,0.4707905529320461,0.008449893940135476
TSC_het,slow,same_peak_lag_fraction,61,61,0.010000000000000009,0.0
TSC_het,slow,same_phase_selectivity,61,61,0.09115826963424359,0.0034404595199619874
TSC_het,slow,fore_homologs_mean_gain,61,61,0.17308058674714843,0.002963089924503988
TSC_het,slow,fore_homologs_peak_gain,61,61,0.5156714364079171,0.008079618003464812
TSC_het,slow,fore_homologs_peak_lag_fraction,61,61,0.010000000000000009,0.0
TSC_het,slow,fore_homologs_phase_selectivity,61,61,0.0952517387761137,0.003644995401678272
TSC_het,slow,hind_homologs_mean_gain,61,61,0.17267497843601262,0.005488630275599797
TSC_het,slow,hind_homologs_peak_gain,61,61,0.43680449433963414,0.015240315070804976
TSC_het,slow,hind_homologs_peak_lag_fraction,61,61,0.006065573770491809,0.001368631571458481
TSC_het,slow,hind_homologs_phase_selectivity,61,61,0.09775687892031534,0.005920055823535304
TSC_het,slow,ipsilateral_mean_gain,61,61,0.17248268787844576,0.0032541958263115583
TSC_het,slow,ipsilateral_peak_gain,61,61,0.46621908983466787,0.008054748863329375
TSC_het,slow,ipsilateral_peak_lag_fraction,61,61,0.010000000000000009,0.0
TSC_het,slow,ipsilateral_phase_selectivity,61,61,0.09143207034537831,0.003447767685929198
TSC_het,slow,diagonal_mean_gain,61,61,0.17248268787844576,0.0032541958263115583
TSC_het,slow,diagonal_peak_gain,61,61,0.466219089834668,0.008054748863329375
TSC_het,slow,diagonal_peak_lag_fraction,61,61,0.010000000000000009,0.0
TSC_het,slow,diagonal_phase_selectivity,61,61,0.0914320703453783,0.003447767685929198
TSC_het,slow,all_cross_mean_gain,61,61,0.17261438611615734,0.0032555925236834224
TSC_het,slow,all_cross_peak_gain,61,61,0.4677429108671274,0.008134893923353785
TSC_het,slow,all_cross_peak_lag_fraction,61,61,0.010000000000000009,0.0
TSC_het,slow,all_cross_phase_selectivity,61,61,0.09132378163351408,0.0034400941307672003
TSC_het,slow,self_to_cross_ratio,61,61,1.001367351388883,0.0013642835043827422
TSC_het,fast,same_mean_gain,62,62,0.17999309874867486,0.00326759874888971
TSC_het,fast,same_peak_gain,62,62,0.5009476925121602,0.007159437915196212
TSC_het,fast,same_peak_lag_fraction,62,62,0.009677419354838719,0.0003225806451612906
TSC_het,fast,same_phase_selectivity,62,62,0.08584224028162706,0.0036136405499496704
TSC_het,fast,fore_homologs_mean_gain,62,62,0.16706341932363084,0.003341177858522284
TSC_het,fast,fore_homologs_peak_gain,62,62,0.5068807168970954,0.010499263233994142
TSC_het,fast,fore_homologs_peak_lag_fraction,62,62,0.008870967741935491,0.0008636510348385245
TSC_het,fast,fore_homologs_phase_selectivity,62,62,0.0919616607665696,0.004405021505222284
TSC_het,fast,hind_homologs_mean_gain,62,62,0.19292277817371886,0.004355621159167685
TSC_het,fast,hind_homologs_peak_gain,62,62,0.49672800051735266,0.012212699766929494
TSC_het,fast,hind_homologs_peak_lag_fraction,62,62,0.009032258064516137,0.0005494902892380726
TSC_het,fast,hind_homologs_phase_selectivity,62,62,0.08730648306424361,0.004288193304149354
TSC_het,fast,ipsilateral_mean_gain,62,62,0.17885455159269628,0.0032663263745763968
TSC_het,fast,ipsilateral_peak_gain,62,62,0.49668422179925015,0.007223530160847631
TSC_het,fast,ipsilateral_peak_lag_fraction,62,62,0.009677419354838719,0.0003225806451612906
TSC_het,fast,ipsilateral_phase_selectivity,62,62,0.08625797013840274,0.0036303102378603936
TSC_het,fast,diagonal_mean_gain,62,62,0.17885455159269628,0.003266326374576397
TSC_het,fast,diagonal_peak_gain,62,62,0.49668422179925004,0.007223530160847629
TSC_het,fast,diagonal_peak_lag_fraction,62,62,0.009677419354838719,0.0003225806451612906
TSC_het,fast,diagonal_phase_selectivity,62,62,0.08625797013840275,0.0036303102378603944
TSC_het,fast,all_cross_mean_gain,62,62,0.17923406731135574,0.0032649714682080524
TSC_het,fast,all_cross_peak_gain,62,62,0.4981053787035533,0.007181218958314082
TSC_het,fast,all_cross_peak_lag_fraction,62,62,0.009677419354838719,0.0003225806451612906
TSC_het,fast,all_cross_phase_selectivity,62,62,0.08611246025473959,0.0036231853630668553
TSC_het,fast,self_to_cross_ratio,62,62,1.0043816452270657,0.0009988093093220146
TSC_het,medium,same_mean_gain,62,62,0.1803120539383369,0.002501051088018588
TSC_het,medium,same_peak_gain,62,62,0.5007441277419408,0.007005586135745851
TSC_het,medium,same_peak_lag_fraction,62,62,0.010000000000000009,0.0
TSC_het,medium,same_phase_selectivity,62,62,0.09128228126699789,0.0031579674790406433
TSC_het,medium,fore_homologs_mean_gain,62,62,0.1756891473212168,0.0032553527467475258
TSC_het,medium,fore_homologs_peak_gain,62,62,0.5201417585448361,0.006305188544266445
TSC_het,medium,fore_homologs_peak_lag_fraction,62,62,0.009677419354838719,0.0003225806451612905
TSC_het,medium,fore_homologs_phase_selectivity,62,62,0.09801024578730955,0.004148742122813185
TSC_het,medium,hind_homologs_mean_gain,62,62,0.1849349605554572,0.004144939505669183
TSC_het,medium,hind_homologs_peak_gain,62,62,0.49019758577073164,0.01193945870242107
TSC_het,medium,hind_homologs_peak_lag_fraction,62,62,0.008387096774193557,0.0006972617132228253
TSC_het,medium,hind_homologs_phase_selectivity,62,62,0.09076775483768126,0.005010592320827896
TSC_het,medium,ipsilateral_mean_gain,62,62,0.179216459278197,0.0024693247636052205
TSC_het,medium,ipsilateral_peak_gain,62,62,0.4965993142996219,0.006993209705900761
TSC_het,medium,ipsilateral_peak_lag_fraction,62,62,0.010000000000000009,0.0
TSC_het,medium,ipsilateral_phase_selectivity,62,62,0.09159798285311477,0.0031415751997009816
TSC_het,medium,diagonal_mean_gain,62,62,0.179216459278197,0.00246932476360522
TSC_het,medium,diagonal_peak_gain,62,62,0.4965993142996219,0.006993209705900762
TSC_het,medium,diagonal_peak_lag_fraction,62,62,0.010000000000000009,0.0
TSC_het,medium,diagonal_phase_selectivity,62,62,0.09159798285311477,0.0031415751997009808
TSC_het,medium,all_cross_mean_gain,62,62,0.17958165749824365,0.0024773070906204757
TSC_het,medium,all_cross_peak_gain,62,62,0.4979809187803949,0.006970221967307569
TSC_het,medium,all_cross_peak_lag_fraction,62,62,0.010000000000000009,0.0
TSC_het,medium,all_cross_phase_selectivity,62,62,0.09148553289760605,0.00314438442059964
TSC_het,medium,self_to_cross_ratio,62,62,1.0039963840224266,0.0009275763419768728
TSC_hom,medium,same_mean_gain,35,35,0.17568447056084838,0.00341414788372371
TSC_hom,medium,same_peak_gain,35,35,0.49166585551318703,0.00790172409793647
TSC_hom,medium,same_peak_lag_fraction,35,35,0.010000000000000009,0.0
TSC_hom,medium,same_phase_selectivity,35,35,0.10132313448505752,0.00344084298606886
TSC_hom,medium,fore_homologs_mean_gain,35,35,0.16032506365648874,0.004783799972151539
TSC_hom,medium,fore_homologs_peak_gain,35,35,0.5040269796192853,0.012886990301531329
TSC_hom,medium,fore_homologs_peak_lag_fraction,35,35,0.010000000000000009,0.0
