group,n_models,n_subjects,n_bouts,mean_speed_mean,mean_speed_sem,mean_speed_median,henrici_mean,henrici_sem,henrici_median,log_tgmax_mean,log_tgmax_sem,log_tgmax_median,participation_ratio_mean,participation_ratio_sem,participation_ratio_median,rank_mean,rank_sem,rank_median,stride_frequency_mean,stride_frequency_sem,stride_frequency_median,resolvent_peak_gain_mean,resolvent_peak_gain_sem,resolvent_peak_gain_median,qfactor_median_mean,qfactor_median_sem,qfactor_median_median,harmonic_entropy_mean,harmonic_entropy_sem,harmonic_entropy_median,h1_concentration_mean,h1_concentration_sem,h1_concentration_median,spectral_decay_rate_mean,spectral_decay_rate_sem,spectral_decay_rate_median,io_gain_max_mean,io_gain_max_sem,io_gain_max_median
Cntnap_het,216,72,14783,4.815339206465789,0.07087722147104317,4.751805965265328,0.2359705926965894,0.005079577857160329,0.21683121184998455,1.40115673694291,0.006841339744578674,1.408631356927481,2.302560653885943,0.007955460736215825,2.2725249218625585,40.0,0.0,40.0,1.0,0.0,1.0,304530.60501267284,66948.3723477538,111771.45725426482,2.2354401189063013,0.23352456269067173,0.9301379787917352,0.10440204226216661,0.0066893385954629086,0.08056044683078004,1642.3782374559146,349.1912094241148,512.7434673538946,-1.6071549062660753,0.017964280968056454,-1.595066910314254,86729.87262971354,19785.44832490148,31775.977199656772
Cntnap_hom,111,37,7913,4.993847375837519,0.10435478033918982,4.7789344227474295,0.22912571773918242,0.006923246249272846,0.21574019667570676,1.3550394132086292,0.009963123552463439,1.3510134997340437,2.328716850169175,0.012460174477966084,2.299315572801891,40.0,0.0,40.0,1.0,0.0,1.0,301630.5689046093,71889.67360026293,102085.35498309582,1.60598065801346,0.24038853168164284,0.9127210496292064,0.07935641484145954,0.0059647239427737,0.06892794465713992,1991.2544515474667,578.5527304125513,602.7814331933346,-1.6536286200700203,0.022284661127918333,-1.6209728704527022,86201.78900207368,21100.367786863375,27092.172820521606
Cntnap_neg,169,57,13546,4.878603870745035,0.07617042426915051,4.809765482786067,0.25578666468560174,0.006482731306659304,0.23022625305114613,1.4022336941086786,0.007930080943154706,1.4004809300030183,2.312852081922227,0.009021497323322195,2.2905274139012373,40.0,0.0,40.0,1.0,0.0,1.0,271284.97244093986,41659.30307422434,136902.88364341477,1.8203994679151425,0.23980441933909852,0.9290172739149374,0.08462507787094184,0.005611538044113216,0.06086144973350873,1460.5906514159894,238.73766423926057,695.4188905383788,-1.6437235618599302,0.017259045833975507,-1.6441955557756365,76280.23474230243,11352.363928650993,38888.5802700866
TSC_het,185,62,9349,4.176510770316224,0.0594696057462337,4.109814217684319,0.24481069257992166,0.005318753122116855,0.22556885043259287,1.410169343497935,0.009355645485162692,1.4218670872269288,2.2857535720227107,0.012009627109102746,2.2599999226729475,40.0,0.0,40.0,1.0,0.0,1.0,200488.19747570148,32137.65233074777,81077.71411856965,6.388753163833827,0.5021595885702688,4.358485426314446,0.1675935913957951,0.012213253479532202,0.12180279076017196,650.8375803039269,101.43207985077268,249.2927510837472,-1.4616167256991124,0.019254651916676017,-1.4459195701949032,55860.21655571041,9137.115555921215,21689.628854685285
TSC_hom,105,35,6721,3.6203712754862503,0.06371069780443726,3.505284292940525,0.2252922410478028,0.0075434517991219375,0.201423944813865,1.3663166321322275,0.010388330048322006,1.3676738395860002,2.3395719617801345,0.011721322996980846,2.319954895217475,40.0,0.0,40.0,1.0,0.0,1.0,243889.48307634765,142825.3320118421,46946.03578131219,9.334692455957867,0.857059616608038,8.461131676361905,0.24033357588091167,0.015595460518410115,0.1964006265267596,870.9337182357277,644.0052754658165,133.4743791631621,-1.3153439316552786,0.0261433506898987,-1.3220182563461658,71504.78575271837,43095.13642727833,13682.707064851507
TSC_neg,193,65,10355,4.12958421215721,0.06243791346812471,4.0149753714270195,0.25015204637740435,0.0064528039276839765,0.22093302118050384,1.3993262503396189,0.011877044461867962,1.4294820193953262,2.280748283946762,0.00763824936787364,2.2645376278374263,40.0,0.0,40.0,1.0,0.0,1.0,286273.1595211957,96976.34769972393,77581.41772546913,4.252264092400265,0.4484507685057851,0.9441199032277142,0.15757096110279914,0.010670659591728386,0.11149956120756628,875.6796353298489,196.86081417222547,304.6104222039141,-1.4840148119518448,0.02015380153202449,-1.4725454069355999,78387.20351611188,26826.453343150624,20899.2065571816
new_preds,1121,374,64732,4.293467796687519,0.024835089073454907,4.167771874699025,0.24719291262542753,0.0025172430901661182,0.22186537692848526,1.4294430488889525,0.003186752021485633,1.4353756548337966,2.2783993398688462,0.0033780095026826355,2.25548871287277,40.0,0.0,40.0,1.0,0.0,1.0,1.002654727888582e6,673133.089273884,118511.7450823813,2.5010166861339296,0.10623386440376784,0.9325367914906022,0.10337441450549949,0.0027802160320012153,0.07785744996112053,5928.951308621931,4628.994212595799,486.9438923620012,-1.6118778937329568,0.007084071190593316,-1.5968143019711445,266204.6068843206,174578.85778503344,33169.62326654785
