group,subject,speed_bin,model_index,mean_speed,frequency_multiple,forcing_frequency,same_mean_gain,same_peak_gain,same_peak_lag_fraction,same_phase_selectivity,fore_homologs_mean_gain,fore_homologs_peak_gain,fore_homologs_peak_lag_fraction,fore_homologs_phase_selectivity,hind_homologs_mean_gain,hind_homologs_peak_gain,hind_homologs_peak_lag_fraction,hind_homologs_phase_selectivity,ipsilateral_mean_gain,ipsilateral_peak_gain,ipsilateral_peak_lag_fraction,ipsilateral_phase_selectivity,diagonal_mean_gain,diagonal_peak_gain,diagonal_peak_lag_fraction,diagonal_phase_selectivity,all_cross_mean_gain,all_cross_peak_gain,all_cross_peak_lag_fraction,all_cross_phase_selectivity,self_to_cross_ratio
Cntnap_het,OFT-0385-00,fast,11,5.696205808083579,1.0,1.0,0.1726734600020494,0.49629643778694377,0.010000000000000009,0.039974217807460286,0.15411286068024618,0.4952186328640502,0.010000000000000009,0.06297298646412736,0.1912340593238527,0.4973742427098371,0.010000000000000009,0.02548761042566616,0.17168113296718585,0.49942456741164754,0.010000000000000009,0.04239023093353611,0.17168113296718585,0.49942456741164754,0.010000000000000009,0.04239023093353608,0.17201190864547372,0.4983818575367462,0.010000000000000009,0.04157669189676706,1.0038459625370424
Cntnap_het,OFT-0385-00,slow,12,3.4421594866306453,1.0,1.0,0.16315283986762932,0.5149911782099507,0.010000000000000009,0.08509210117713809,0.16218243179165748,0.5367090178735286,0.010000000000000009,0.11991391375282531,0.16412324794360114,0.4932733385463727,0.010000000000000009,0.053886921915168466,0.16048077948117065,0.5088382220055866,0.010000000000000009,0.08717708902830142,0.16048077948117065,0.5088382220055867,0.010000000000000009,0.08717708902830139,0.16137146627665688,0.5108892074070414,0.010000000000000009,0.08647441522130266,1.0110389626621998
Cntnap_het,OFT-0391-00,slow,13,3.975491091668027,1.0,1.0,0.16833607677606194,0.5388613838076092,0.010000000000000009,0.09440229282941043,0.16695440042374265,0.5099970178543057,0.010000000000000009,0.10446537117696778,0.16971775312838122,0.5677257497609125,0.010000000000000009,0.09086537437031188,0.16691036108688767,0.5330804613621383,0.010000000000000009,0.09455942167509095,0.16691036108688767,0.5330804613621384,0.010000000000000009,0.0945594216750909,0.16738559964994573,0.5350074355106286,0.010000000000000009,0.09450627392913732,1.0056783685580117
Cntnap_het,OFT-0391-00,fast,14,6.39165551768409,1.0,1.0,0.16707167398653425,0.5221756425811016,0.010000000000000009,0.03602893199819362,0.1350289868926606,0.495467065100579,0.010000000000000009,0.06319463528436153,0.19911436108040792,0.5488842200616242,0.010000000000000009,0.024779337258502766,0.16463213681330952,0.5250965752039771,0.010000000000000009,0.03905296019795123,0.16463213681330952,0.5250965752039772,0.010000000000000009,0.039052960197951236,0.1654453158710511,0.5241229309963519,0.010000000000000009,0.038018798832783016,1.009830185320875
Cntnap_het,OFT-0391-00,medium,15,5.1122869860525,1.0,1.0,0.20023619196330875,0.5485216784099122,0.010000000000000009,0.08800065459047993,0.15461402667433632,0.49481944899565755,0.010000000000000009,0.0723556108763293,0.2458583572522811,0.6022239078241669,0.010000000000000009,0.10417405868977157,0.19387168648983102,0.5308211696771244,0.010000000000000009,0.08473997045453065,0.19387168648983097,0.5308211696771244,0.010000000000000009,0.0847399704545307,0.1959931883143236,0.5367213392547202,0.010000000000000009,0.0858497539745926,1.0216487301700528
Cntnap_het,OFT-0403-00,medium,16,5.354457803942672,1.0,1.0,0.16282493122799754,0.4726463027415057,0.010000000000000009,0.08726470534265424,0.12796643968758326,0.3853754744901373,0.010000000000000009,0.07453787250892271,0.1976834227684119,0.5599171309928739,0.010000000000000009,0.09579624205800592,0.15965692580250904,0.4658483467312201,0.010000000000000009,0.08588765711758994,0.15965692580250904,0.4658483467312201,0.010000000000000009,0.08588765711758997,0.1607129276110052,0.468114332067982,0.010000000000000009,0.08635230460602748,1.0131414668899836
Cntnap_het,OFT-0403-00,fast,17,6.945820251490444,1.0,1.0,0.17662709234030408,0.4826932290973024,0.010000000000000009,0.10057787005137746,0.16905244826609012,0.3925374505655019,0.010000000000000009,0.10400875371158155,0.18420173641451798,0.5728490076291028,0.010000000000000009,0.10858783808904261,0.17702246828872528,0.47258518687665435,0.010000000000000009,0.10013305914097274,0.17702246828872528,0.47258518687665424,0.010000000000000009,0.10013305914097276,0.17689067630591823,0.475954534283537,0.010000000000000009,0.10024691828618074,0.9985099046986609
Cntnap_het,OFT-0403-00,slow,18,3.9377791763328784,1.0,1.0,0.18652598570540554,0.5333775916318053,0.010000000000000009,0.06522012991407859,0.1597793169609737,0.48539383942842346,0.010000000000000009,0.052129003189422575,0.21327265444983745,0.5813613438351872,0.010000000000000009,0.07521998052706416,0.18208181642740726,0.52082595569168,0.010000000000000009,0.06659502043505626,0.18208181642740726,0.52082595569168,0.010000000000000009,0.06659502043505629,0.18356320618673996,0.5250098343383884,0.010000000000000009,0.06607754319860298,1.016140377912399
Cntnap_het,OFT-0407-00,fast,19,6.447141152231431,1.0,1.0,0.1676515396491757,0.5010348575563989,0.010000000000000009,0.08614146160142704,0.10983242609455986,0.4260654665918759,0.010000000000000009,0.0899579615991049,0.2254706532037916,0.5760042485209216,0.010000000000000009,0.09359371911171435,0.16248794636579275,0.49754268882274577,0.010000000000000009,0.08563167521150904,0.16248794636579275,0.49754268882274577,0.010000000000000009,0.08563167521150901,0.16420914412692042,0.4987067450672966,0.010000000000000009,0.08578573491647579,1.020963482518334
Cntnap_het,OFT-0407-00,medium,20,4.968686054175608,1.0,1.0,0.1860375980721346,0.4903008032434616,0.010000000000000009,0.08088852722094231,0.15884279801791543,0.4037907636524339,0.010000000000000009,0.11003157722813439,0.21323239812635378,0.5768108428344892,0.010000000000000009,0.06251647175138549,0.18318329616536236,0.4849118038267685,0.010000000000000009,0.08420759016200631,0.18318329616536239,0.48491180382676846,0.010000000000000009,0.08420759016200631,0.18413473013428647,0.4867081369656663,0.010000000000000009,0.08308392542555078,1.010334106642785
Cntnap_het,OFT-0407-00,slow,21,3.65935418689637,1.0,1.0,0.1854684911617534,0.538228480399829,0.010000000000000009,0.05340362920163454,0.1472073187630081,0.5015298074366231,0.010000000000000009,0.07823844751671064,0.22372966356049873,0.5749271533630347,0.010000000000000009,0.037365842754811,0.1812096723319911,0.5368691304436762,0.010000000000000009,0.05805595867793342,0.1812096723319911,0.5368691304436761,0.010000000000000009,0.05805595867793348,0.1826292786085785,0.5373222470957272,0.010000000000000009,0.05648019961952784,1.0155463164220238
Cntnap_het,OFT-0419-00,fast,22,6.183588122814384,1.0,1.0,0.19240025560298732,0.4882547007228734,0.010000000000000009,0.09074285372003682,0.14359456658495937,0.37764555261986493,0.010000000000000009,0.05822049038645566,0.24120594462101533,0.598863848825882,0.010000000000000009,0.11053049108619069,0.18745917990683028,0.47568200977394376,0.010000000000000009,0.08803747213223923,0.18745917990683028,0.47568200977394387,0.010000000000000009,0.08803747213223923,0.18910620513888263,0.47987290675692035,0.010000000000000009,0.08895217215494299,1.0174190501135882
Cntnap_het,OFT-0419-00,slow,23,3.701707587974198,1.0,1.0,0.1869150757097838,0.5067858648442204,0.010000000000000009,0.10407583343444043,0.1462899624889766,0.4476350557868125,0.010000000000000009,0.08206597354746956,0.22754018893059103,0.5659366739016284,0.010000000000000009,0.12318298450283109,0.1834069389936846,0.5146091908843308,0.010000000000000009,0.10246799410147282,0.1834069389936846,0.5146091908843309,0.010000000000000009,0.10246799410147275,0.18457631789905105,0.5120014155376273,0.010000000000000009,0.10297317028844201,1.0126709527926105
Cntnap_het,OFT-0419-00,medium,24,4.87777135927766,1.0,1.0,0.15301335206430924,0.44934130659001087,0.010000000000000009,0.09420513903445205,0.17012075968063162,0.5090977782969779,0.010000000000000009,0.12373270502144959,0.13590594444798695,0.3895848348830438,0.010000000000000009,0.05727480823943329,0.15591259836012944,0.46171128566198477,0.010000000000000009,0.09685076798707827,0.15591259836012947,0.4617112856619847,0.010000000000000009,0.09685076798707826,0.15494618292818943,0.45758795930465995,0.010000000000000009,0.09597780600505114,0.9875257923276757
Cntnap_het,OFT-0420-00,medium,25,5.181301997401476,1.0,1.0,0.19159558632515863,0.5241346718728228,0.010000000000000009,0.07335409719598698,0.14921048845266227,0.49246496878284807,0.010000000000000009,0.07456831076777597,0.23398068419765503,0.5558043749627973,0.010000000000000009,0.0781552412628581,0.18747685267821754,0.5240644584955344,0.010000000000000009,0.0730540792258831,0.18747685267821754,0.5240644584955344,0.010000000000000009,0.0730540792258831,0.18884976389386465,0.5240878629546304,0.010000000000000009,0.07314192856111179,1.0145397186349523
Cntnap_het,OFT-0420-00,fast,26,6.288631458172929,1.0,1.0,0.14172901218854328,0.4228624345663434,0.010000000000000009,0.05106190412260716,0.1098731424230501,0.2714179176140774,0.010000000000000009,0.07512588848382111,0.17358488195403635,0.5743069515186092,0.010000000000000009,0.061176778589856165,0.13877256256202095,0.4109185811919031,0.010000000000000009,0.05202940083504527,0.13877256256202095,0.41091858119190305,0.010000000000000009,0.052029400835045286,0.13975804577086173,0.41489986565004977,0.010000000000000009,0.051638789947876,1.0141027044762276
Cntnap_het,OFT-0420-00,slow,27,3.947120300352974,1.0,1.0,0.22399871350855763,0.5294160580384666,0.010000000000000009,0.13497147398849704,0.21122328308254776,0.4635559010791113,0.010000000000000009,0.13245586103035326,0.2367741439345676,0.5952762149978218,0.010000000000000009,0.13721569439606532,0.21492691880153222,0.4401496292998199,0.010000000000000009,0.1324072379784725,0.21492691880153222,0.4401496292998198,0.010000000000000009,0.13240723797847254,0.21795085037054063,0.46990510554603543,0.010000000000000009,0.1331927493705116,1.0277487476086236
