group,metric,n_models,n_subjects,mean,sem,ci_low,ci_high
Cntnap_neg,peak_log_gain,169,57,4.870244901215297,0.04434070368711743,4.78720220621219,4.960936982470107
Cntnap_neg,peak_frequency,169,57,0.9968752077654406,0.000516106043420771,0.9953183520599252,0.9971910112359551
Cntnap_neg,peak_stride_multiple,169,57,0.9968752077654406,0.000516106043420771,0.9953183520599252,0.9971910112359551
Cntnap_neg,mean_log_gain,169,57,2.6116291744588773,0.013361745419423672,2.5843562137346088,2.6368124017012957
Cntnap_neg,band_0p75_2x_log_gain,169,57,3.24920404263532,0.014603006207393824,3.2178209802840896,3.2755425508311427
Cntnap_het,peak_log_gain,216,72,4.808496182821138,0.038769215464776685,4.734191739141692,4.884177825325339
Cntnap_het,peak_frequency,216,72,0.9969439242613386,0.0004339934180840597,0.9957084893882647,0.997191011235955
Cntnap_het,peak_stride_multiple,216,72,0.9969439242613386,0.0004339934180840597,0.9957084893882647,0.997191011235955
Cntnap_het,mean_log_gain,216,72,2.6141883466422517,0.012558972324040954,2.5905114600843246,2.63738767950541
Cntnap_het,band_0p75_2x_log_gain,216,72,3.2452486764744686,0.012855976219158818,3.221033383212058,3.2710783517575046
Cntnap_hom,peak_log_gain,111,37,4.789026815668941,0.05082628512487598,4.697996284931584,4.896234204266381
Cntnap_hom,peak_frequency,111,37,0.9971910112359551,1.110778552818352e-16,0.997191011235955,0.997191011235955
Cntnap_hom,peak_stride_multiple,111,37,0.9971910112359551,1.110778552818352e-16,0.997191011235955,0.997191011235955
Cntnap_hom,mean_log_gain,111,37,2.5533364144536943,0.01667911782766949,2.5215816843323062,2.586005221039594
Cntnap_hom,band_0p75_2x_log_gain,111,37,3.2060373353505054,0.0195157296761001,3.170424873853461,3.244838110867485
TSC_neg,peak_log_gain,193,65,4.748554725542138,0.04261775227893075,4.662354746733401,4.832755786695506
TSC_neg,peak_frequency,193,65,0.9947022180823172,0.005927487710946906,0.9783059636992222,0.9996542783059638
TSC_neg,peak_stride_multiple,193,65,0.9947022180823172,0.005927487710946906,0.9783059636992222,0.9996542783059638
TSC_neg,mean_log_gain,193,65,2.653217685816617,0.015853298216945606,2.619523525258851,2.6817720676921746
TSC_neg,band_0p75_2x_log_gain,193,65,3.2270360447838278,0.02314075919234537,3.1772757213359104,3.2646245630662594
TSC_het,peak_log_gain,185,62,4.80606114690935,0.04349421595807221,4.721609039814743,4.89430346689236
TSC_het,peak_frequency,185,62,0.9974795019738822,0.0010787291286454403,0.995469372961218,0.9997734686480609
TSC_het,peak_stride_multiple,185,62,0.9974795019738822,0.0010787291286454403,0.995469372961218,0.9997734686480609
TSC_het,mean_log_gain,185,62,2.664963250327895,0.013168627651632743,2.640701991712895,2.6918897417615666
TSC_het,band_0p75_2x_log_gain,185,62,3.2388045512124957,0.017227949269368714,3.20555066714303,3.274003269194079
TSC_hom,peak_log_gain,105,35,4.637760370339946,0.061350908183980854,4.527304832190307,4.7607285941754665
TSC_hom,peak_frequency,105,35,0.993632958801498,0.007190636940680248,0.9727929373996791,0.9987158908507224
TSC_hom,peak_stride_multiple,105,35,0.993632958801498,0.007190636940680248,0.9727929373996791,0.9987158908507224
TSC_hom,mean_log_gain,105,35,2.6611387685090166,0.01266695424026092,2.6369136580968355,2.6843884010122374
TSC_hom,band_0p75_2x_log_gain,105,35,3.2059067194496613,0.018651343495163866,3.1710138868016506,3.2416293843188804
new_preds,peak_log_gain,1121,374,4.8224594687160796,0.013859668903667003,4.7951713282276325,4.849952052229216
new_preds,peak_frequency,1121,374,0.9972862311940578,0.00011152142524879053,0.9971910112359543,0.9974764165114456
new_preds,peak_stride_multiple,1121,374,0.9972862311940578,0.00011152142524879053,0.9971910112359543,0.9974764165114456
new_preds,mean_log_gain,1121,374,2.6492113746663697,0.005923479283712501,2.637910493474493,2.660691743494233
new_preds,band_0p75_2x_log_gain,1121,374,3.2498739279371445,0.006092606799396153,3.237786864972619,3.261888981037738
